UUID, meanHeading, class, timestamp 
903d185fccf839df,17.002294098410662,undefined,1493658832639
903d185fccf839df,18.384579528067736,undefined,1493658832934
903d185fccf839df,19.53694377536864,undefined,1493658833640
903d185fccf839df,20.135141631660787,undefined,1493658833976
903d185fccf839df,21.852252242795508,undefined,1493658834634
903d185fccf839df,22.260793880599667,undefined,1493658834932
903d185fccf839df,22.121564091254285,undefined,1493658835635
903d185fccf839df,22.041665732934874,undefined,1493658835989
903d185fccf839df,19.588118391858107,undefined,1493658836632
903d185fccf839df,18.67225787885339,undefined,1493658836934
903d185fccf839df,16.674387319722477,undefined,1493658837639
903d185fccf839df,16.439235261271286,undefined,1493658837995
903d185fccf839df,15.58745478616736,undefined,1493658838629
903d185fccf839df,15.196536834539911,undefined,1493658838938
903d185fccf839df,14.115595054533943,undefined,1493658839658
903d185fccf839df,13.939729914510199,undefined,1493658839977
903d185fccf839df,13.99821091721756,undefined,1493658840649
903d185fccf839df,14.356162464985745,undefined,1493658840958
903d185fccf839df,15.255537464838042,undefined,1493658841629
903d185fccf839df,16.003037800178763,undefined,1493658841958
903d185fccf839df,15.99125608697096,undefined,1493658842636
903d185fccf839df,15.841990639348445,undefined,1493658842982
903d185fccf839df,16.400041493960945,undefined,1493658843671
903d185fccf839df,16.986592992541407,undefined,1493658843974
903d185fccf839df,17.96803315609307,undefined,1493658844630
903d185fccf839df,18.36133539149033,undefined,1493658844975
903d185fccf839df,18.669654463853202,undefined,1493658845630
903d185fccf839df,19.109980206342666,undefined,1493658845943
903d185fccf839df,19.197172027956114,undefined,1493658846638
903d185fccf839df,19.73764996950207,undefined,1493658846958
903d185fccf839df,19.41790978790754,undefined,1493658847642
903d185fccf839df,19.261703986287397,undefined,1493658848596
903d185fccf839df,19.173489396000694,undefined,1493658848705
903d185fccf839df,18.763432939113397,undefined,1493658848951
903d185fccf839df,18.169710974429155,undefined,1493658849627
903d185fccf839df,19.4210594221099,undefined,1493658849977
903d185fccf839df,20.273353968629475,undefined,1493658850688
903d185fccf839df,20.401071260115796,undefined,1493658850968
903d185fccf839df,20.847742003348642,undefined,1493658851654
903d185fccf839df,20.823706983851764,undefined,1493658851923
903d185fccf839df,20.84191078446368,undefined,1493658852631
903d185fccf839df,20.80609768235708,undefined,1493658852955
903d185fccf839df,21.268555011187164,undefined,1493658853659
903d185fccf839df,21.694549450434994,undefined,1493658853964
903d185fccf839df,22.41515038047042,undefined,1493658854624
903d185fccf839df,23.23530258779711,undefined,1493658854939
903d185fccf839df,24.59223557918449,undefined,1493658855624
903d185fccf839df,25.651195708387995,undefined,1493658855960
903d185fccf839df,27.702062755623285,undefined,1493658856648
903d185fccf839df,28.619750254087254,undefined,1493658856956
903d185fccf839df,31.63294081675092,undefined,1493658857676
903d185fccf839df,32.67566960989751,undefined,1493658857955
903d185fccf839df,36.5539943497637,undefined,1493658858625
903d185fccf839df,38.250901592151294,undefined,1493658858960
903d185fccf839df,40.43614153327103,undefined,1493658859626
903d185fccf839df,41.60593984483433,undefined,1493658860204
903d185fccf839df,41.75332415010719,undefined,1493658861861
903d185fccf839df,41.75332415010719,undefined,1493658861882
903d185fccf839df,41.87294144110874,undefined,1493658861968
903d185fccf839df,43.902737391514385,undefined,1493658862634
903d185fccf839df,44.6887931898749,undefined,1493658863010
903d185fccf839df,46.21626947447364,undefined,1493658863633
903d185fccf839df,47.829932026672616,undefined,1493658863943
903d185fccf839df,53.245093709915494,undefined,1493658864628
903d185fccf839df,56.333085620177826,undefined,1493658864956
903d185fccf839df,60.825207353892175,undefined,1493658865651
903d185fccf839df,64.51064654358619,undefined,1493658865968
903d185fccf839df,70.00911194352575,undefined,1493658866664
903d185fccf839df,72.23727958331071,undefined,1493658866967
903d185fccf839df,84.18121669277052,undefined,1493658867639
903d185fccf839df,89.01961939505553,undefined,1493658867961
903d185fccf839df,102.54028203658548,undefined,1493658868630
903d185fccf839df,107.93828079069137,undefined,1493658868970
903d185fccf839df,117.66670660288295,undefined,1493658869649
903d185fccf839df,121.10449996672568,undefined,1493658869951
903d185fccf839df,129.01757940700108,undefined,1493658870626
903d185fccf839df,131.37898447512652,undefined,1493658870992
903d185fccf839df,135.1328261126068,undefined,1493658871648
903d185fccf839df,136.40322961612964,undefined,1493658871947
903d185fccf839df,138.6372876406116,undefined,1493658872646
903d185fccf839df,139.0287560811657,undefined,1493658872967
903d185fccf839df,139.50194034397927,undefined,1493658873631
903d185fccf839df,140.07104530918016,undefined,1493658873985
903d185fccf839df,139.80007660020235,undefined,1493658874648
903d185fccf839df,138.99859081944336,undefined,1493658875026
903d185fccf839df,137.89745837817745,undefined,1493658875700
903d185fccf839df,137.40831970737463,undefined,1493658875969
903d185fccf839df,137.11632597149568,undefined,1493658876636
903d185fccf839df,136.64003952384812,undefined,1493658876954
903d185fccf839df,136.7424533320076,undefined,1493658877661
903d185fccf839df,137.13298616250154,undefined,1493658877972
903d185fccf839df,138.88838218765227,undefined,1493658878633
903d185fccf839df,139.83940728780456,undefined,1493658878942
903d185fccf839df,142.6796225087916,undefined,1493658879626
903d185fccf839df,143.68298761474048,undefined,1493658879971
903d185fccf839df,145.2215479774626,undefined,1493658880649
903d185fccf839df,145.8981899582481,undefined,1493658880965
903d185fccf839df,147.52826818823746,undefined,1493658881632
903d185fccf839df,148.6789953876955,undefined,1493658881973
903d185fccf839df,150.47812134686475,undefined,1493658882638
903d185fccf839df,151.3665585545786,undefined,1493658882962
903d185fccf839df,153.2991042022797,undefined,1493658883641
903d185fccf839df,154.53541771647508,undefined,1493658883948
903d185fccf839df,155.86841376224302,undefined,1493658884646
903d185fccf839df,156.4445096039039,undefined,1493658884948
903d185fccf839df,157.92388947598158,undefined,1493658885623
903d185fccf839df,158.77765561112525,undefined,1493658885952
903d185fccf839df,160.44161847767248,undefined,1493658886637
903d185fccf839df,161.3250782711037,undefined,1493658886925
903d185fccf839df,162.6964155497517,undefined,1493658887672
903d185fccf839df,163.1040992632322,undefined,1493658887982
903d185fccf839df,163.50524646297217,undefined,1493658888652
903d185fccf839df,163.41932296117395,undefined,1493658888975
903d185fccf839df,163.92481381202307,undefined,1493658889164
903d185fccf839df,163.95519159406237,undefined,1493658891129
903d185fccf839df,163.95519159406237,undefined,1493658891176
903d185fccf839df,164.1013561026846,undefined,1493658891502
903d185fccf839df,164.84031329408978,undefined,1493658892151
903d185fccf839df,165.36534117776952,undefined,1493658892468
903d185fccf839df,166.4306712125299,undefined,1493658893158
903d185fccf839df,166.93059819238047,undefined,1493658893479
903d185fccf839df,168.18621005325363,undefined,1493658894149
903d185fccf839df,168.7546404372992,undefined,1493658894500
903d185fccf839df,169.57370565906388,undefined,1493658895155
903d185fccf839df,169.84815042549496,undefined,1493658896990
903d185fccf839df,169.84815042549496,undefined,1493658897041
903d185fccf839df,170.05343157259549,undefined,1493658897178
903d185fccf839df,170.55814678664035,undefined,1493658897475
903d185fccf839df,171.38056932760986,undefined,1493658898153
903d185fccf839df,172.66434646402686,undefined,1493658898469
903d185fccf839df,174.10729179593554,undefined,1493658899167
903d185fccf839df,174.80980087200751,undefined,1493658899504
903d185fccf839df,175.4940361595339,undefined,1493658900164
903d185fccf839df,175.87439643646795,undefined,1493658900513
903d185fccf839df,176.01666573633733,undefined,1493658901167
903d185fccf839df,176.1737906008742,undefined,1493658901511
903d185fccf839df,176.33002394154698,undefined,1493658902570
903d185fccf839df,176.33002394154698,undefined,1493658902660
903d185fccf839df,176.79468534760417,undefined,1493658903153
903d185fccf839df,177.15846351349958,undefined,1493658903462
903d185fccf839df,177.84194012667038,undefined,1493658904162
903d185fccf839df,178.0967834345464,undefined,1493658904476
903d185fccf839df,178.01704118310712,undefined,1493658905189
903d185fccf839df,178.08766753749384,undefined,1493658905513
903d185fccf839df,178.45614703133606,undefined,1493658906161
903d185fccf839df,178.39222887445482,undefined,1493658906477
903d185fccf839df,179.0143683692782,undefined,1493658907145
903d185fccf839df,179.07955926888354,undefined,1493658907500
903d185fccf839df,179.62871448364388,undefined,1493658908148
903d185fccf839df,180.09070126421386,undefined,1493658908475
903d185fccf839df,181.35382925434084,undefined,1493658909162
903d185fccf839df,181.69887837078178,undefined,1493658909493
903d185fccf839df,182.54659193262285,undefined,1493658910163
903d185fccf839df,182.9929981233702,undefined,1493658910498
903d185fccf839df,184.10217221827753,undefined,1493658911147
903d185fccf839df,185.22089689276964,undefined,1493658911472
903d185fccf839df,189.4843580718253,undefined,1493658912158
903d185fccf839df,191.97077869352788,undefined,1493658912491
903d185fccf839df,197.08107963585388,undefined,1493658913160
