1490102873801,84:d4:7e:6a:38:20,-64;,84:d4:7e:69:d7:81,-63;,84:d4:7e:69:d7:80,-64;,84:d4:7e:69:d7:83,-64;,9c:1c:12:f3:38:20,-74;,9c:1c:12:f3:38:23,-75;,9c:1c:12:f3:38:21,-75;,98:de:d0:31:71:da,-79;,9c:1c:12:f3:52:03,-81;,9c:1c:12:f3:52:00,-81;,9c:1c:12:f3:52:01,-81;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-89;,84:d4:7e:69:d7:82,-63;,9c:1c:12:f3:38:22,-75;,9c:1c:12:f3:52:02,-81;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1490102874063,84:d4:7e:6a:38:20,-64;,84:d4:7e:69:d7:81,-63;,84:d4:7e:69:d7:80,-64;,84:d4:7e:69:d7:83,-64;,9c:1c:12:f3:38:20,-74;,9c:1c:12:f3:38:23,-75;,9c:1c:12:f3:38:21,-75;,98:de:d0:31:71:da,-79;,9c:1c:12:f3:52:03,-81;,9c:1c:12:f3:52:00,-81;,9c:1c:12:f3:52:01,-81;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-89;,84:d4:7e:69:d7:82,-63;,9c:1c:12:f3:38:22,-75;,9c:1c:12:f3:52:02,-81;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1490102874346,84:d4:7e:6a:38:20,-64;,84:d4:7e:69:d7:81,-63;,84:d4:7e:69:d7:80,-64;,84:d4:7e:69:d7:83,-64;,9c:1c:12:f3:38:20,-74;,9c:1c:12:f3:38:23,-75;,9c:1c:12:f3:38:21,-75;,98:de:d0:31:71:da,-79;,9c:1c:12:f3:52:03,-81;,9c:1c:12:f3:52:00,-81;,9c:1c:12:f3:52:01,-81;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-89;,84:d4:7e:69:d7:82,-63;,9c:1c:12:f3:38:22,-75;,9c:1c:12:f3:52:02,-81;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1490102874632,84:d4:7e:6a:38:20,-64;,84:d4:7e:69:d7:81,-63;,84:d4:7e:69:d7:80,-64;,84:d4:7e:69:d7:83,-64;,9c:1c:12:f3:38:20,-74;,9c:1c:12:f3:38:23,-75;,9c:1c:12:f3:38:21,-75;,98:de:d0:31:71:da,-79;,9c:1c:12:f3:52:03,-81;,9c:1c:12:f3:52:00,-81;,9c:1c:12:f3:52:01,-81;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-89;,84:d4:7e:69:d7:82,-63;,9c:1c:12:f3:38:22,-75;,9c:1c:12:f3:52:02,-81;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1490102874943,84:d4:7e:6a:38:20,-60;,84:d4:7e:69:d7:81,-66;,84:d4:7e:69:d7:80,-60;,84:d4:7e:69:d7:83,-67;,9c:1c:12:f3:38:20,-70;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-71;,98:de:d0:31:71:da,-82;,9c:1c:12:f3:52:03,-77;,9c:1c:12:f3:52:00,-84;,9c:1c:12:f3:52:01,-77;,ac:a3:1e:07:19:e0,-86;,ac:a3:1e:07:1a:43,-83;,36:99:e2:49:9d:62,-92;,84:d4:7e:69:d7:82,-59;,9c:1c:12:f3:38:22,-78;,9c:1c:12:f3:52:02,-77;,ac:a3:1e:07:1a:42,-90;,,903d185fccf839df
1490102875269,84:d4:7e:6a:38:20,-60;,84:d4:7e:69:d7:81,-66;,84:d4:7e:69:d7:80,-60;,84:d4:7e:69:d7:83,-67;,9c:1c:12:f3:38:20,-70;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-71;,98:de:d0:31:71:da,-82;,9c:1c:12:f3:52:03,-77;,9c:1c:12:f3:52:00,-84;,9c:1c:12:f3:52:01,-77;,ac:a3:1e:07:19:e0,-86;,ac:a3:1e:07:1a:43,-83;,36:99:e2:49:9d:62,-92;,84:d4:7e:69:d7:82,-59;,9c:1c:12:f3:38:22,-78;,9c:1c:12:f3:52:02,-77;,ac:a3:1e:07:1a:42,-90;,,903d185fccf839df
1490102875585,84:d4:7e:6a:38:20,-60;,84:d4:7e:69:d7:81,-66;,84:d4:7e:69:d7:80,-60;,84:d4:7e:69:d7:83,-67;,9c:1c:12:f3:38:20,-70;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-71;,98:de:d0:31:71:da,-82;,9c:1c:12:f3:52:03,-77;,9c:1c:12:f3:52:00,-84;,9c:1c:12:f3:52:01,-77;,ac:a3:1e:07:19:e0,-86;,ac:a3:1e:07:1a:43,-83;,36:99:e2:49:9d:62,-92;,84:d4:7e:69:d7:82,-59;,9c:1c:12:f3:38:22,-78;,9c:1c:12:f3:52:02,-77;,ac:a3:1e:07:1a:42,-90;,,903d185fccf839df
1490102875819,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102876121,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102876421,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102876730,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102877051,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102877374,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102877617,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102877930,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102878320,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
1490102878523,84:d4:7e:6a:38:20,-78;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,9c:1c:12:f3:38:20,-83;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:21,-83;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:52:01,-85;,ac:a3:1e:07:1a:43,-87;,36:99:e2:49:9d:62,-87;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-83;,9c:1c:12:f3:52:02,-86;,ac:a3:1e:07:1a:42,-87;,9c:1c:12:c0:2c:60,-84;,9c:1c:12:c0:2c:63,-85;,9c:1c:12:c0:2c:61,-85;,ac:a3:1e:07:1a:41,-87;,ac:a3:1e:07:1a:40,-87;,b8:c7:5d:08:50:c3,-89;,f8:d1:11:8d:30:7e,-89;,74:44:01:76:06:04,-90;,00:16:b6:b7:3f:7d,-87;,9c:1c:12:c0:2c:62,-85;,,903d185fccf839df
