timestamp, pressure, UUID 
1486739443852,957.000732421875,903d185fccf839df
1486739444095,956.803955078125,903d185fccf839df
1486739444216,956.966796875,903d185fccf839df
1486739444391,956.927978515625,903d185fccf839df
1486739444573,956.901611328125,903d185fccf839df
1486739444753,956.879150390625,903d185fccf839df
1486739444941,956.853271484375,903d185fccf839df
1486739445115,956.836181640625,903d185fccf839df
1486739445471,956.7900390625,903d185fccf839df
1486739445654,956.7890625,903d185fccf839df
1486739445830,956.794189453125,903d185fccf839df
1486739446019,956.791015625,903d185fccf839df
1486739446192,956.774169921875,903d185fccf839df
1486739446371,956.77197265625,903d185fccf839df
1486739446553,956.775146484375,903d185fccf839df
1486739446731,956.766357421875,903d185fccf839df
1486739446913,956.77001953125,903d185fccf839df
1486739447091,956.7744140625,903d185fccf839df
1486739447272,956.779296875,903d185fccf839df
1486739447455,956.799560546875,903d185fccf839df
1486739447632,956.810791015625,903d185fccf839df
1486739447813,956.806640625,903d185fccf839df
1486739447992,956.799560546875,903d185fccf839df
1486739448171,956.798583984375,903d185fccf839df
1486739448351,956.80859375,903d185fccf839df
1486739448531,956.8251953125,903d185fccf839df
1486739448712,956.81201171875,903d185fccf839df
1486739448893,956.80908203125,903d185fccf839df
1486739449070,956.83349609375,903d185fccf839df
1486739449251,956.84765625,903d185fccf839df
1486739449435,956.853759765625,903d185fccf839df
1486739449613,956.852294921875,903d185fccf839df
1486739449794,956.84716796875,903d185fccf839df
1486739449971,956.85498046875,903d185fccf839df
1486739450155,956.860107421875,903d185fccf839df
1486739450331,956.84375,903d185fccf839df
1486739450511,956.8251953125,903d185fccf839df
1486739450713,956.816162109375,903d185fccf839df
1486739450892,956.801513671875,903d185fccf839df
1486739451055,956.799560546875,903d185fccf839df
1486739451230,956.775390625,903d185fccf839df
1486739451413,956.753662109375,903d185fccf839df
1486739451591,956.743896484375,903d185fccf839df
1486739451770,956.746826171875,903d185fccf839df
1486739451950,956.72705078125,903d185fccf839df
1486739452131,956.72802734375,903d185fccf839df
1486739452310,956.728271484375,903d185fccf839df
1486739452490,956.734619140625,903d185fccf839df
1486739452671,956.736572265625,903d185fccf839df
1486739452851,956.741943359375,903d185fccf839df
1486739453033,956.74072265625,903d185fccf839df
1486739453210,956.74365234375,903d185fccf839df
1486739453391,956.761474609375,903d185fccf839df
1486739453570,956.761962890625,903d185fccf839df
1486739453751,956.767822265625,903d185fccf839df
1486739453932,956.7578125,903d185fccf839df
1486739454110,956.75244140625,903d185fccf839df
1486739454290,956.764892578125,903d185fccf839df
1486739454471,956.770751953125,903d185fccf839df
1486739454650,956.759033203125,903d185fccf839df
1486739454831,956.75927734375,903d185fccf839df
1486739455011,956.757080078125,903d185fccf839df
1486739455190,956.757080078125,903d185fccf839df
1486739455370,956.751708984375,903d185fccf839df
1486739455550,956.739501953125,903d185fccf839df
1486739455732,956.729248046875,903d185fccf839df
1486739455910,956.71923828125,903d185fccf839df
1486739456092,956.71826171875,903d185fccf839df
1486739456271,956.716064453125,903d185fccf839df
1486739456451,956.7001953125,903d185fccf839df
1486739456630,956.70703125,903d185fccf839df
1486739456810,956.712646484375,903d185fccf839df
1486739456991,956.711669921875,903d185fccf839df
1486739457170,956.719970703125,903d185fccf839df
1486739457350,956.712890625,903d185fccf839df
1486739457531,956.7041015625,903d185fccf839df
1486739457710,956.70263671875,903d185fccf839df
1486739457897,956.702392578125,903d185fccf839df
1486739458070,956.689208984375,903d185fccf839df
1486739458250,956.683837890625,903d185fccf839df
1486739458430,956.676025390625,903d185fccf839df
1486739458614,956.68115234375,903d185fccf839df
1486739458790,956.672607421875,903d185fccf839df
1486739458970,956.685302734375,903d185fccf839df
1486739459152,956.688232421875,903d185fccf839df
1486739459330,956.678466796875,903d185fccf839df
1486739459510,956.685546875,903d185fccf839df
1486739459691,956.682373046875,903d185fccf839df
1486739459872,956.683349609375,903d185fccf839df
1486739460055,956.68408203125,903d185fccf839df
1486739460231,956.677734375,903d185fccf839df
1486739460410,956.67626953125,903d185fccf839df
1486739460591,956.69384765625,903d185fccf839df
1486739460770,956.682373046875,903d185fccf839df
1486739460953,956.674072265625,903d185fccf839df
1486739461132,956.6796875,903d185fccf839df
1486739461313,956.689697265625,903d185fccf839df
1486739461490,956.692138671875,903d185fccf839df
1486739461670,956.689697265625,903d185fccf839df
1486739461855,956.67041015625,903d185fccf839df
1486739462030,956.681884765625,903d185fccf839df
1486739462211,956.69287109375,903d185fccf839df
1486739462391,956.692138671875,903d185fccf839df
