timestamp, accelerationX, accelerationY, accelerationZ, UUID 
1486739442317,0.18315643072128296,2.4133553504943848,9.346963882446289,,903d185fccf839df
1486739443818,-0.3770867586135864,2.164358377456665,9.490615844726562,,903d185fccf839df
1486739444004,0.5494692921638489,1.173158884048462,10.374075889587402,,903d185fccf839df
1486739444109,0.5638344883918762,1.37906014919281,8.968679428100586,,903d185fccf839df
1486739444152,0.569819986820221,1.866280198097229,9.44752025604248,,903d185fccf839df
1486739444184,0.8056488633155823,1.3694833517074585,10.299856185913086,,903d185fccf839df
1486739444219,1.2521674633026123,1.2545616626739502,9.558850288391113,,903d185fccf839df
1486739444248,0.2454056739807129,0.9720458984375,9.29069995880127,,903d185fccf839df
1486739444338,1.2509703636169434,1.3096283674240112,9.964667320251465,,903d185fccf839df
1486739444391,0.6643909811973572,0.7015010714530945,9.386467933654785,,903d185fccf839df
1486739444421,0.8523358106613159,1.6531962156295776,9.616311073303223,,903d185fccf839df
1486739444459,1.314416766166687,0.9193734526634216,9.532513618469238,,903d185fccf839df
1486739444489,0.6141127347946167,0.6404489278793335,9.709685325622559,,903d185fccf839df
1486739444531,1.1432312726974487,2.298433542251587,10.078392028808594,,903d185fccf839df
1486739444543,1.0043675899505615,2.2816741466522217,9.870096206665039,,903d185fccf839df
1486739444577,0.729034423828125,1.482010841369629,9.410409927368164,,903d185fccf839df
1486739444610,1.0271124839782715,1.0235211849212646,9.627084732055664,,903d185fccf839df
1486739444646,1.0522516965866089,1.3407529592514038,9.406818389892578,,903d185fccf839df
1486739444677,0.7876923680305481,2.051830768585205,8.803479194641113,,903d185fccf839df
1486739444701,0.7194576263427734,2.2828712463378906,8.827422142028809,,903d185fccf839df
1486739444761,1.1875240802764893,1.5825673341751099,9.818621635437012,,903d185fccf839df
1486739444790,1.5382746458053589,1.5670050382614136,10.407594680786133,,903d185fccf839df
1486739444811,1.1085153818130493,1.8148049116134644,9.556455612182617,,903d185fccf839df
1486739444858,0.608127236366272,1.4676456451416016,9.424775123596191,,903d185fccf839df
1486739444887,0.8774749040603638,1.0761936902999878,10.066421508789062,,903d185fccf839df
1486739444910,0.9277531504631042,1.2737152576446533,9.607931137084961,,903d185fccf839df
1486739444959,0.690727174282074,1.2892776727676392,9.585186958312988,,903d185fccf839df
1486739444987,0.768538773059845,1.138442873954773,9.710882186889648,,903d185fccf839df
1486739444991,0.8738836050033569,1.0666168928146362,9.66419506072998,,903d185fccf839df
1486739445018,1.2401964664459229,1.0642226934432983,10.228029251098633,,903d185fccf839df
1486739445040,1.1204863786697388,1.2629413604736328,10.562021255493164,,903d185fccf839df
1486739445061,0.6979097723960876,1.116895079612732,9.96825885772705,,903d185fccf839df
1486739445091,0.7015010714530945,1.3934253454208374,9.57321548461914,,903d185fccf839df
1486739445130,-0.11252748221158981,1.4616601467132568,8.87291145324707,,903d185fccf839df
1486739445147,-0.023942016065120697,1.414973258972168,8.185775756835938,,903d185fccf839df
1486739445173,0.12449848651885986,0.9576807022094727,10.2962646484375,,903d185fccf839df
1486739445231,0.7086837291717529,0.9684545993804932,10.301053047180176,,903d185fccf839df
1486739445450,1.1803414821624756,1.9728221893310547,9.695320129394531,,903d185fccf839df
1486739445493,1.8471266031265259,2.3942017555236816,8.983044624328613,,903d185fccf839df
1486739445561,1.0857704877853394,1.4951789379119873,9.758766174316406,,903d185fccf839df
1486739445599,1.5203180313110352,1.8519150018692017,8.771158218383789,,903d185fccf839df
1486739445621,0.9648633003234863,2.0626046657562256,8.462306022644043,,903d185fccf839df
1486739445657,0.5027823448181152,1.9153614044189453,8.60116958618164,,903d185fccf839df
1486739445697,0.3531447649002075,2.0015525817871094,9.600749015808105,,903d185fccf839df
1486739445727,0.2968810200691223,2.5019407272338867,8.57004451751709,,903d185fccf839df
1486739445743,0.2082955539226532,2.580949544906616,8.453926086425781,,903d185fccf839df
1486739445781,0.010773907415568829,2.3499090671539307,9.949105262756348,,903d185fccf839df
1486739445822,0.152031809091568,2.0877439975738525,10.876858711242676,,903d185fccf839df
1486739445843,0.7386112213134766,2.5689783096313477,8.597578048706055,,903d185fccf839df
1486739445888,0.5446808934211731,2.1763293743133545,9.986215591430664,,903d185fccf839df
1486739445910,0.43694180250167847,2.070984363555908,10.620678901672363,,903d185fccf839df
1486739445924,0.34596213698387146,2.1571757793426514,10.357316970825195,,903d185fccf839df
1486739445950,0.31124621629714966,2.3355438709259033,9.63187313079834,,903d185fccf839df
1486739445967,0.5602431893348694,2.450465440750122,9.258378028869629,,903d185fccf839df
1486739446010,0.21188685297966003,2.4001872539520264,9.68574333190918,,903d185fccf839df
1486739446048,0.7493851184844971,2.5462334156036377,9.004592895507812,,903d185fccf839df
1486739446086,0.9361328482627869,2.8778305053710938,8.617929458618164,,903d185fccf839df
1486739446119,-0.5566518902778625,2.853888511657715,9.361329078674316,,903d185fccf839df
1486739446144,0.4465186297893524,3.22139835357666,8.093599319458008,,903d185fccf839df
1486739446180,0.5626373887062073,3.0861260890960693,9.694122314453125,,903d185fccf839df
1486739446198,0.9983820915222168,3.0202853679656982,9.641449928283691,,903d185fccf839df
1486739446247,0.21308395266532898,3.0837318897247314,10.485405921936035,,903d185fccf839df
1486739446273,0.6177040338516235,2.7461493015289307,11.405977249145508,,903d185fccf839df
1486739446308,1.1863269805908203,3.5194764137268066,9.097966194152832,,903d185fccf839df
1486739446330,1.8279730081558228,3.6966474056243896,8.604761123657227,,903d185fccf839df
1486739446344,2.191891670227051,3.7469255924224854,9.279925346374512,,903d185fccf839df
1486739446367,2.829946517944336,3.5242648124694824,10.927136421203613,,903d185fccf839df
1486739446413,2.1595699787139893,3.8726212978363037,9.623494148254395,,903d185fccf839df
1486739446452,2.2194249629974365,3.4129345417022705,9.429563522338867,,903d185fccf839df
1486739446486,0.4058171808719635,2.5665841102600098,9.627084732055664,,903d185fccf839df
1486739446504,-0.07062894850969315,2.4863784313201904,8.757989883422852,,903d185fccf839df
1486739446526,0.2190694510936737,2.52109432220459,8.585607528686523,,903d185fccf839df
1486739446542,1.1827356815338135,2.539050817489624,8.83699893951416,,903d185fccf839df
1486739446580,3.355473756790161,1.9045875072479248,11.45026969909668,,903d185fccf839df
1486739446606,2.497152328491211,1.5765818357467651,12.048820495605469,,903d185fccf839df
