prediction, timestamp 
sitting,1486821642336
sitting,1486821643830
sitting,1486821645333
sitting,1486821646836
sitting,1486821648341
sitting,1486821649823
sitting,1486821651350
sitting,1486821652829
sitting,1486821654326
sitting,1486821655829
sitting,1486821657351
sitting,1486821658845
sitting,1486821660343
sitting,1486821661851
sitting,1486821663756
sitting,1486821664975
sitting,1486821666351
sitting,1486821667855
sitting,1486821669352
sitting,1486821670883
sitting,1486821672355
sitting,1486821673839
sitting,1486821675356
sitting,1486821676850
sitting,1486821678367
sitting,1486821679824
sitting,1486821681343
sitting,1486821682834
sitting,1486821684328
sitting,1486821685997
sitting,1486821687439
sitting,1486821688833
sitting,1486821690362
sitting,1486821691830
sitting,1486821693320
sitting,1486821694824
sitting,1486821696322
sitting,1486821697818
sitting,1486821699327
sitting,1486821700834
sitting,1486821702318
sitting,1486821703826
sitting,1486821705318
sitting,1486821706843
sitting,1486821708336
sitting,1486821709815
sitting,1486821711314
sitting,1486821712867
sitting,1486821714337
sitting,1486821715878
sitting,1486821717351
sitting,1486821718867
sitting,1486821720370
sitting,1486821721862
sitting,1486821723748
sitting,1486821725129
sitting,1486821726352
sitting,1486821727858
sitting,1486821729354
sitting,1486821731495
sitting,1486821732406
sitting,1486821733864
sitting,1486821735349
sitting,1486821736841
sitting,1486821738345
sitting,1486821739824
sitting,1486821741366
sitting,1486821742873
sitting,1486821744369
sitting,1486821745835
sitting,1486821747324
sitting,1486821748836
sitting,1486821750323
sitting,1486821751828
sitting,1486821753375
sitting,1486821754925
sitting,1486821756331
sitting,1486821757832
sitting,1486821759446
sitting,1486821760891
sitting,1486821762333
sitting,1486821763847
sitting,1486821765419
sitting,1486821766845
sitting,1486821768355
sitting,1486821769840
sitting,1486821771346
sitting,1486821772840
sitting,1486821774566
sitting,1486821775921
sitting,1486821778727
sitting,1486821778891
sitting,1486821780332
sitting,1486821781837
sitting,1486821783344
sitting,1486821784837
sitting,1486821786340
sitting,1486821787845
sitting,1486821789347
sitting,1486821790845
sitting,1486821792347
sitting,1486821793854
sitting,1486821795335
sitting,1486821796846
sitting,1486821798369
sitting,1486821799856
sitting,1486821801344
sitting,1486821802824
sitting,1486821804336
sitting,1486821805850
sitting,1486821807353
sitting,1486821808841
sitting,1486821810349
sitting,1486821811857
sitting,1486821813341
sitting,1486821814843
sitting,1486821816356
sitting,1486821817849
sitting,1486821819345
sitting,1486821820853
sitting,1486821822351
sitting,1486821823831
sitting,1486821825346
sitting,1486821826852
sitting,1486821828342
sitting,1486821829907
sitting,1486821833372
sitting,1486821834335
sitting,1486821835835
sitting,1486821837342
sitting,1486821838842
sitting,1486821840345
sitting,1486821841850
sitting,1486821843346
sitting,1486821844849
sitting,1486821846341
sitting,1486821847844
sitting,1486821849345
sitting,1486821850855
sitting,1486821852352
sitting,1486821853842
sitting,1486821855359
sitting,1486821856849
sitting,1486821858340
sitting,1486821859842
sitting,1486821861349
sitting,1486821862843
sitting,1486821864335
sitting,1486821865849
sitting,1486821867341
sitting,1486821868850
walking,1486821870354
walking,1486821871853
sitting,1486821873332
sitting,1486821874838
sitting,1486821876333
walking,1486821877840
walking,1486821879342
sitting,1486821880852
sitting,1486821882354
sitting,1486821885303
sitting,1486821885384
sitting,1486821886846
sitting,1486821888337
sitting,1486821889843
sitting,1486821891343
sitting,1486821892937
sitting,1486821894437
sitting,1486821895829
walking downstairs,1486821897325
walking downstairs,1486821898844
walking downstairs,1486821900333
walking downstairs,1486821903491
walking downstairs,1486821904833
walking downstairs,1486821906342
walking downstairs,1486821907831
walking downstairs,1486821909328
walking downstairs,1486821910832
walking downstairs,1486821912330
walking downstairs,1486821913844
walking downstairs,1486821915342
walking downstairs,1486821916833
walking downstairs,1486821918329
walking downstairs,1486821919823
walking downstairs,1486821921331
sitting,1486821922833
sitting,1486821924324
sitting,1486821925829
sitting,1486821927351
sitting,1486821928830
sitting,1486821930325
sitting,1486821931835
sitting,1486821933332
sitting,1486821934822
sitting,1486821936330
sitting,1486821937835
sitting,1486821939330
sitting,1486821940837
sitting,1486821942335
sitting,1486821943845
sitting,1486821945336
sitting,1486821946883
sitting,1486821948336
sitting,1486821949838
sitting,1486821951333
sitting,1486821952841
sitting,1486821954328
sitting,1486821955828
sitting,1486821957334
sitting,1486821958832
sitting,1486821960331
sitting,1486821961829
sitting,1486821963340
sitting,1486821964828
sitting,1486821966333
sitting,1486821967829
sitting,1486821969438
sitting,1486821970825
sitting,1486821972342
sitting,1486821973831
sitting,1486821975335
sitting,1486821976833
sitting,1486821978323
sitting,1486821979827
sitting,1486821981332
sitting,1486821982838
sitting,1486821984326
sitting,1486821985832
sitting,1486821987335
sitting,1486821988835
sitting,1486821990335
sitting,1486821991834
sitting,1486821993329
sitting,1486821994829
sitting,1486821996335
sitting,1486821997829
sitting,1486821999323
sitting,1486822000826
sitting,1486822002337
sitting,1486822003826
sitting,1486822005350
sitting,1486822006836
sitting,1486822008330
sitting,1486822009825
sitting,1486822011332
sitting,1486822012829
sitting,1486822014338
sitting,1486822015832
sitting,1486822017332
sitting,1486822018826
sitting,1486822020333
sitting,1486822021831
sitting,1486822023329
sitting,1486822024838
sitting,1486822026326
sitting,1486822027821
sitting,1486822029327
sitting,1486822030839
sitting,1486822032314
sitting,1486822033836
sitting,1486822035340
sitting,1486822036836
sitting,1486822038351
sitting,1486822039834
sitting,1486822041331
sitting,1486822042831
sitting,1486822044336
sitting,1486822045838
sitting,1486822047324
sitting,1486822048830
sitting,1486822050427
sitting,1486822051910
sitting,1486822053334
sitting,1486822054831
sitting,1486822056330
sitting,1486822057829
sitting,1486822059326
sitting,1486822060834
sitting,1486822062333
sitting,1486822063826
sitting,1486822065327
sitting,1486822066839
sitting,1486822068329
sitting,1486822069827
sitting,1486822071346
sitting,1486822072835
sitting,1486822074338
sitting,1486822075828
sitting,1486822077329
sitting,1486822078842
sitting,1486822080331
sitting,1486822081829
sitting,1486822083339
sitting,1486822084836
sitting,1486822086332
sitting,1486822087832
sitting,1486822089324
sitting,1486822090839
sitting,1486822092325
sitting,1486822093843
sitting,1486822095332
sitting,1486822096828
sitting,1486822098334
sitting,1486822099827
sitting,1486822101334
sitting,1486822102831
sitting,1486822104332
sitting,1486822105866
sitting,1486822107347
sitting,1486822108841
sitting,1486822110335
sitting,1486822111829
sitting,1486822113326
sitting,1486822114837
sitting,1486822116334
sitting,1486822117828
sitting,1486822119328
sitting,1486822120829
walking downstairs,1486822122329
sitting,1486822123841
sitting,1486822125324
sitting,1486822126838
sitting,1486822128483
sitting,1486822129948
sitting,1486822131327
sitting,1486822132834
sitting,1486822134345
sitting,1486822135830
sitting,1486822137328
sitting,1486822138834
sitting,1486822140331
sitting,1486822141828
sitting,1486822143332
sitting,1486822144835
sitting,1486822146334
sitting,1486822147831
sitting,1486822149341
sitting,1486822150835
sitting,1486822152331
sitting,1486822153841
sitting,1486822155332
sitting,1486822156834
sitting,1486822158338
sitting,1486822159833
sitting,1486822161335
sitting,1486822162823
sitting,1486822164339
sitting,1486822165832
sitting,1486822167336
sitting,1486822168833
sitting,1486822170339
sitting,1486822171842
sitting,1486822173335
sitting,1486822174837
sitting,1486822176353
sitting,1486822177817
sitting,1486822179327
sitting,1486822180810
sitting,1486822182335
sitting,1486822183831
sitting,1486822185335
sitting,1486822186860
sitting,1486822188335
sitting,1486822189836
sitting,1486822191348
sitting,1486822192821
sitting,1486822194348
sitting,1486822195864
sitting,1486822197352
sitting,1486822198843
sitting,1486822200316
sitting,1486822201861
sitting,1486822203426
sitting,1486822204848
sitting,1486822206366
sitting,1486822207847
sitting,1486822209340
sitting,1486822210863
sitting,1486822212337
sitting,1486822213851
sitting,1486822215331
sitting,1486822216846
sitting,1486822218461
sitting,1486822219891
sitting,1486822221340
sitting,1486822222846
sitting,1486822224381
sitting,1486822225831
sitting,1486822227331
sitting,1486822228812
sitting,1486822230309
sitting,1486822231808
sitting,1486822233309
sitting,1486822234836
sitting,1486822236340
sitting,1486822237838
sitting,1486822239349
sitting,1486822240838
sitting,1486822242337
sitting,1486822243825
sitting,1486822245338
sitting,1486822246834
sitting,1486822248336
sitting,1486822249839
sitting,1486822251328
walking downstairs,1486822252831
walking downstairs,1486822254339
walking downstairs,1486822255824
walking downstairs,1486822257331
walking,1486822258837
sitting,1486822260335
sitting,1486822261825
sitting,1486822263314
sitting,1486822264840
sitting,1486822266342
sitting,1486822267821
sitting,1486822269349
sitting,1486822270832
sitting,1486822272347
sitting,1486822273835
sitting,1486822275330
sitting,1486822276835
sitting,1486822278329
sitting,1486822279830
sitting,1486822281343
sitting,1486822282836
sitting,1486822284342
sitting,1486822285841
sitting,1486822287356
sitting,1486822288832
sitting,1486822290370
sitting,1486822291845
sitting,1486822293367
sitting,1486822294836
sitting,1486822296332
sitting,1486822297828
sitting,1486822299333
sitting,1486822300837
sitting,1486822302335
sitting,1486822303837
sitting,1486822305348
sitting,1486822306828
sitting,1486822308340
sitting,1486822309885
sitting,1486822311336
sitting,1486822313061
sitting,1486822314483
sitting,1486822315829
sitting,1486822317349
sitting,1486822318833
sitting,1486822320340
sitting,1486822321832
sitting,1486822323332
sitting,1486822324831
sitting,1486822326335
sitting,1486822327826
sitting,1486822329332
sitting,1486822330844
sitting,1486822332329
sitting,1486822333837
sitting,1486822335344
sitting,1486822336830
sitting,1486822338326
sitting,1486822339832
sitting,1486822341332
sitting,1486822342824
sitting,1486822344339
sitting,1486822345829
sitting,1486822347335
sitting,1486822348844
sitting,1486822350325
sitting,1486822351830
sitting,1486822353343
sitting,1486822354836
sitting,1486822356343
