UUID,iqrAccX,iqrAccY,iqrAccZ,iqrAccXYZ,meanAccX,meanAccY,meanAccZ,meanAccXYZ, covarianceAccXY, covarianceAccXZ, covarianceAccYZ,pressureDerivative, pressureIQR, iqrGyroX, iqrGyroY, iqrGyroZ, iqrGyroMagnitude, meanGyroX, meanGyroY, meanGyroZ, meanGyroMagnitude, covarianceGyroXY, covarianceGyroXZ, covarianceGyroYZ, class, timestamp 
903d185fccf839df,-0.31470668919042016,-0.4143226864654401,0.9655444311865649,0.9894713356293365,-0.4835832576646733,-1.5783890626495753,2.0519553634047543,0.5845969500266367,-0.4111222448765919,-0.49370235665401524,0.1129996451194926,-0.6329687745164824,-0.13417028743315507,-0.3188256299456327,-0.6276004792437723,0.28808995932114495,-0.48866744540839147,-0.5755242662402432,-0.7562061275648501,0.24585668667375463,-0.5456781306116061,-0.2955057455927746,-0.7478649588231058,-0.49712330367762425,undefined,1496112966582
903d185fccf839df,-0.3729191787046623,-0.3051377799028927,1.3572831965328909,1.2374112163172442,-0.765557722693781,-1.436675466303636,1.7870560099659287,-0.8360772861258692,-0.30835685974383226,-0.4481211572158521,-0.022419283407542515,-1.079884293625297,2.4051533255347595,-0.2669790430564622,-0.6128636431081492,-0.540359260732017,-0.6667365926183679,-0.5008953073283358,-0.719790940863689,-0.14730672680224494,-0.5796358806946277,-0.2501237276536156,-0.7104616985544675,-0.5357034206515323,undefined,1496112967987
903d185fccf839df,-0.4061834978618403,-0.3632523816288794,1.291568082945564,1.1727083181013649,-0.8225781623559654,-1.5365455110847683,1.8367022712368437,-0.7078557889141865,-0.37400844982148246,-0.3448203739472968,-0.10539091431294925,-0.729286718490513,3.4365495487967914,-0.2743856946261224,-0.6381268538740783,-0.491864686580276,-0.7038036157561988,-0.4271399247564546,-0.777008382622371,-0.21244987679963456,-0.5545122810423682,-0.39365053717500526,-0.7165384331948152,-0.5469264001557044,undefined,1496112969493
903d185fccf839df,-0.25510801385091364,-0.36853545815598726,1.0880419987259353,1.0016935986166007,-0.7974101443463998,-1.566346900037451,1.886979734544992,-0.43801623570397125,-0.3517690414802666,-0.28571867740683676,-0.08721342858257501,-0.5404603333661712,1.785010026737968,-0.327158197141535,-0.7728638380765914,-0.45751433024728433,-0.706091756408547,-0.4490188062601417,-0.8411045190800411,-0.2714011374782673,-0.5987741307009533,-0.42442655308469684,-0.6614652524496675,-0.5268215252635334,undefined,1496112970972
903d185fccf839df,-0.44083393383346337,-0.45952289977677163,0.48639767638708,0.5429303721373441,-0.9754864197700823,-1.5811631896217793,1.8931992296879712,-0.540992712109599,-0.41512861551100666,-0.265987905216247,0.036155963128923434,-0.11553028993253606,-0.7521376448306596,-0.5169541681204467,-0.9391798504609835,-0.46357615201625196,-0.7536000241126958,-0.526846337847327,-0.898014803430668,-0.29634271390105005,-0.6736116037512107,-0.4308256539405922,-0.6149844413252981,-0.5075750061151904,undefined,1496112972532
903d185fccf839df,-0.36183103781352655,-0.4606969297730144,0.6120854250525625,0.638217649403903,-0.9988349561724804,-1.5307654428327113,1.8946508817236647,-0.4657805420402653,-0.5178803371948792,-0.5356885254109115,0.09550679445912204,0.06168923145510615,-0.852230949197861,-0.6030566804039774,-0.9844430699532211,-0.4251846471216321,-0.8005052746947754,-0.6742646015503271,-0.9572917853246867,-0.3144820821655947,-0.7811988398893003,-0.426469670566977,-0.568622388714136,-0.47549522049946336,undefined,1496112974062
903d185fccf839df,-0.22184366018832583,-0.3708835181484728,0.6803532172283727,0.7317837435493586,-0.9813801266837788,-1.5718532233714462,1.8380521908228131,-0.8733196713486396,-0.5832808209916484,-0.517128614123238,0.053010074372217705,0.17597013736943773,-0.10370710784313725,-0.5475066317468441,-0.9307587581189725,-0.376689959911005,-0.6555055292963337,-0.6577926162247404,-0.9152829325764343,-0.2253558789801265,-0.7432960646273956,-0.37280956027113127,-0.5186153015351941,-0.5112081929783321,undefined,1496112975491
903d185fccf839df,-0.11512049820407395,-0.2669818050250025,0.44939279518153874,0.5402900259793313,-0.667429794224146,-1.4522747389490118,1.8478981865134432,-0.4493986934674836,-0.5317748433535154,-0.5242547528092606,0.029454533651822424,0.17449308403163943,0.2226841020499109,-0.4725141421455146,-0.8465481291882133,0.03753460771849368,-0.5907925156229074,-0.610187878518735,-0.8696287416672863,-0.06491947323665459,-0.6713752767758285,-0.3408884316982863,-0.5143223649727625,-0.5729576301067394,undefined,1496112976985
903d185fccf839df,-0.11234843710223272,-0.3890809830902358,0.3728314977982453,0.5494444683383399,-0.6992434530735847,-1.413614027722059,1.728047400901194,-1.136987300462717,-0.45010480606478875,-0.37134635462819543,-0.014559741996987001,0.22239262376432653,-0.4866727941176471,-0.506769976884453,-0.8581271044703811,-0.12007282893646838,-0.7574176436263196,-0.6019360519104935,-0.8545156293478603,-0.1349669971157876,-0.6715795252477244,-0.36168098471720733,-0.5703690222785126,-0.6072560221518573,undefined,1496112978466
903d185fccf839df,0.12743203601614111,-0.36383933817101616,0.8679281416804921,0.8780156997989358,-0.6348549861098592,-1.529719612222638,1.8651549631270186,-0.4841094821186408,-0.5040482341975336,-0.4497942704886638,-0.03583323494635663,0.0752851864443919,-0.7042669340463459,-0.5521358278302054,-0.9907588431957681,-0.006918775474536844,-0.881930241343576,-0.6692045799618042,-0.8966924061199225,-0.10781954117302403,-0.7005184006598659,-0.37143212531530284,-0.7130359557576815,-0.6182414546580042,undefined,1496112979964
