1496112965320,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-76;,d4:21:22:cd:39:93,-91;,62:02:b4:09:45:bd,-83;,4c:09:d4:0c:fd:5b,-82;,24:65:11:b0:ea:7b,-82;,2a:65:11:b0:ea:7b,-82;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,00:16:b6:b7:3d:43,-77;,4c:09:d4:0c:fd:5e,-88;,d4:21:22:cd:39:94,-93;,08:96:d7:e3:4a:62,-80;,a0:e4:cb:b2:48:78,-93;,00:23:08:bd:a2:7f,-87;,e0:28:6d:34:09:c0,-86;,e2:28:6d:34:09:c0,-87;,8c:04:ff:bb:d6:62,-89;,bc:67:1c:f9:8c:e2,-88;,4c:09:d4:0c:fd:5c,-89;,fc:3f:7c:a3:8d:71,-91;,,903d185fccf839df
1496112965606,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-76;,d4:21:22:cd:39:93,-91;,62:02:b4:09:45:bd,-83;,4c:09:d4:0c:fd:5b,-82;,24:65:11:b0:ea:7b,-82;,2a:65:11:b0:ea:7b,-82;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,00:16:b6:b7:3d:43,-77;,4c:09:d4:0c:fd:5e,-88;,d4:21:22:cd:39:94,-93;,08:96:d7:e3:4a:62,-80;,a0:e4:cb:b2:48:78,-93;,00:23:08:bd:a2:7f,-87;,e0:28:6d:34:09:c0,-86;,e2:28:6d:34:09:c0,-87;,8c:04:ff:bb:d6:62,-89;,bc:67:1c:f9:8c:e2,-88;,4c:09:d4:0c:fd:5c,-89;,fc:3f:7c:a3:8d:71,-91;,,903d185fccf839df
1496112965860,9c:c7:a6:83:ce:8b,-79;,9e:c7:a6:83:ce:8b,-76;,d4:21:22:cd:39:93,-91;,62:02:b4:09:45:bd,-83;,4c:09:d4:0c:fd:5b,-82;,24:65:11:b0:ea:7b,-82;,2a:65:11:b0:ea:7b,-82;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,00:16:b6:b7:3d:43,-77;,4c:09:d4:0c:fd:5e,-88;,d4:21:22:cd:39:94,-93;,08:96:d7:e3:4a:62,-80;,a0:e4:cb:b2:48:78,-93;,00:23:08:bd:a2:7f,-87;,e0:28:6d:34:09:c0,-86;,e2:28:6d:34:09:c0,-87;,8c:04:ff:bb:d6:62,-89;,bc:67:1c:f9:8c:e2,-88;,4c:09:d4:0c:fd:5c,-89;,fc:3f:7c:a3:8d:71,-91;,,903d185fccf839df
1496112966163,9c:c7:a6:83:ce:8b,-80;,9e:c7:a6:83:ce:8b,-75;,d4:21:22:cd:39:93,-92;,62:02:b4:09:45:bd,-82;,4c:09:d4:0c:fd:5b,-83;,24:65:11:b0:ea:7b,-81;,2a:65:11:b0:ea:7b,-83;,9c:c7:a6:83:ce:87,-88;,9e:c7:a6:83:ce:87,-91;,4c:09:d4:0c:fd:5d,-85;,00:16:b6:b7:3d:43,-78;,4c:09:d4:0c:fd:5e,-87;,d4:21:22:cd:39:94,-94;,08:96:d7:e3:4a:62,-79;,a0:e4:cb:b2:48:78,-94;,00:23:08:bd:a2:7f,-86;,e0:28:6d:34:09:c0,-87;,e2:28:6d:34:09:c0,-86;,8c:04:ff:bb:d6:62,-90;,bc:67:1c:f9:8c:e2,-87;,4c:09:d4:0c:fd:5c,-90;,fc:3f:7c:a3:8d:71,-90;,,903d185fccf839df
1496112966416,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-71;,d4:21:22:cd:39:93,-89;,62:02:b4:09:45:bd,-78;,4c:09:d4:0c:fd:5b,-80;,24:65:11:b0:ea:7b,-77;,2a:65:11:b0:ea:7b,-80;,9c:c7:a6:83:ce:87,-84;,9e:c7:a6:83:ce:87,-88;,4c:09:d4:0c:fd:5d,-81;,00:16:b6:b7:3d:43,-75;,4c:09:d4:0c:fd:5e,-83;,d4:21:22:cd:39:94,-91;,08:96:d7:e3:4a:62,-75;,a0:e4:cb:b2:48:78,-91;,00:23:08:bd:a2:7f,-82;,e0:28:6d:34:09:c0,-84;,e2:28:6d:34:09:c0,-82;,8c:04:ff:bb:d6:62,-87;,bc:67:1c:f9:8c:e2,-83;,4c:09:d4:0c:fd:5c,-87;,fc:3f:7c:a3:8d:71,-86;,,903d185fccf839df
1496112966719,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-71;,d4:21:22:cd:39:93,-89;,62:02:b4:09:45:bd,-78;,4c:09:d4:0c:fd:5b,-80;,24:65:11:b0:ea:7b,-77;,2a:65:11:b0:ea:7b,-80;,9c:c7:a6:83:ce:87,-84;,9e:c7:a6:83:ce:87,-88;,4c:09:d4:0c:fd:5d,-81;,00:16:b6:b7:3d:43,-75;,4c:09:d4:0c:fd:5e,-83;,d4:21:22:cd:39:94,-91;,08:96:d7:e3:4a:62,-75;,a0:e4:cb:b2:48:78,-91;,00:23:08:bd:a2:7f,-82;,e0:28:6d:34:09:c0,-84;,e2:28:6d:34:09:c0,-82;,8c:04:ff:bb:d6:62,-87;,bc:67:1c:f9:8c:e2,-83;,4c:09:d4:0c:fd:5c,-87;,fc:3f:7c:a3:8d:71,-86;,,903d185fccf839df
1496112967038,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112967313,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112967612,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112967910,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112968239,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112968515,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112968814,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112969109,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112969416,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
1496112969770,9c:c7:a6:83:ce:8b,-77;,9e:c7:a6:83:ce:8b,-75;,4c:09:d4:0c:fd:5b,-88;,24:65:11:b0:ea:7b,-83;,2a:65:11:b0:ea:7b,-86;,9c:c7:a6:83:ce:87,-89;,9e:c7:a6:83:ce:87,-90;,4c:09:d4:0c:fd:5d,-86;,4c:09:d4:0c:fd:5e,-88;,08:96:d7:e3:4a:62,-79;,4c:09:d4:0c:fd:5c,-85;,e0:28:6d:50:b7:97,-83;,9c:c7:a6:db:04:ca,-88;,7c:4f:b5:5b:6d:26,-88;,e0:28:6d:01:da:19,-88;,ee:de:27:70:0b:d6,-89;,c4:e9:84:a3:a9:2a,-89;,36:81:c4:df:d7:86,-89;,34:81:c4:df:d7:86,-90;,c0:4a:00:f7:73:24,-90;,18:83:bf:a6:d8:ad,-91;,a4:2b:b0:ab:e6:e3,-92;,c8:0e:14:c0:52:20,-91;,62:28:6d:50:b7:97,-84;,52:28:6d:50:b7:97,-84;,,903d185fccf839df
