timestamp, magneticFieldX, magneticFieldY, magneticFieldZ, magneticFieldMagnitude, UUID 
1508507193482,-34.70000076293945,0.699999988079071,-14,37.42432481515678,,b152918cb29dbf4
1508507193579,-36.400001525878906,2.9000000953674316,-13.800000190734863,39.036010122069406,,b152918cb29dbf4
1508507193684,-37.79999923706055,5.200000286102295,-13.699999809265137,40.540966389885256,,b152918cb29dbf4
1508507193804,-38.60000228881836,7.300000190734863,-13.90000057220459,41.67085585833711,,b152918cb29dbf4
1508507193926,-38.60000228881836,7.800000190734863,-14.100000381469727,41.82834232745535,,b152918cb29dbf4
1508507193983,-38.60000228881836,7.700000286102295,-14.100000381469727,41.80981012424874,,b152918cb29dbf4
1508507194023,-38.5,7.5,-14.300000190734863,41.749131793286004,,b152918cb29dbf4
1508507194143,-37.70000076293945,4.400000095367432,-14.699999809265137,40.70307157955948,,b152918cb29dbf4
1508507194167,-37.60000228881836,3.9000000953674316,-14.800000190734863,40.595691167569505,,b152918cb29dbf4
1508507194302,-36.29999923706055,1.3000000715255737,-15.699999809265137,39.571074433442604,,b152918cb29dbf4
1508507194350,-35.900001525878906,1,-16.100000381469727,39.35759241323593,,b152918cb29dbf4
1508507194392,-35.60000228881836,1.100000023841858,-16.399999618530273,39.21135165886405,,b152918cb29dbf4
1508507194444,-35.20000076293945,1.600000023841858,-16.700000762939453,38.993461681314415,,b152918cb29dbf4
1508507194461,-35.10000228881836,1.899999976158142,-16.899999618530273,39.002950107429,,b152918cb29dbf4
1508507194524,-35,2.799999952316284,-17.200000762939453,39.00884718069937,,b152918cb29dbf4
1508507194550,-34.900001525878906,2.9000000953674316,-17,38.92839750923513,,b152918cb29dbf4
1508507194601,-34.79999923706055,3.1000001430511475,-16.899999618530273,38.81056432151047,,b152918cb29dbf4
1508507194642,-34.29999923706055,3.700000047683716,-17.100000381469727,38.50441525890949,,b152918cb29dbf4
1508507194689,-33.79999923706055,4.300000190734863,-17.399999618530273,38.25820072001248,,b152918cb29dbf4
1508507194731,-33.79999923706055,4.400000095367432,-17.5,38.315139853804546,,b152918cb29dbf4
1508507194849,-34.20000076293945,5.5,-17.30000114440918,38.71924655401933,,b152918cb29dbf4
1508507195010,-32.900001525878906,13.199999809265137,-17.200000762939453,39.401651911307525,,b152918cb29dbf4
1508507195046,-32.20000076293945,14.199999809265137,-18.700000762939453,39.851852155693564,,b152918cb29dbf4
1508507195161,-32.10000228881836,15.199999809265137,-18.600000381469727,40.092520144146455,,b152918cb29dbf4
1508507195200,-31.80000114440918,16.100000381469727,-18.399999618530273,40.11246777251159,,b152918cb29dbf4
1508507195230,-31.600000381469727,16.700000762939453,-18.5,40.24549679413874,,b152918cb29dbf4
1508507195301,-31.399999618530273,17.600000381469727,-19.100000381469727,40.74960121006458,,b152918cb29dbf4
1508507195356,-31.399999618530273,17.899999618530273,-18.899999618530273,40.787006822480976,,b152918cb29dbf4
1508507195410,-31.100000381469727,18.100000381469727,-19.100000381469727,40.73855748450071,,b152918cb29dbf4
1508507195466,-30.80000114440918,18.100000381469727,-19.399999618530273,40.65230715352201,,b152918cb29dbf4
1508507195508,-30.399999618530273,18,-19.80000114440918,40.499382862051505,,b152918cb29dbf4
1508507195565,-29.899999618530273,17.5,-20.100000381469727,40.05333891819874,,b152918cb29dbf4
1508507195600,-29.700000762939453,17.200000762939453,-20.200000762939453,39.82424001501394,,b152918cb29dbf4
1508507195636,-29.80000114440918,16.899999618530273,-20.30000114440918,39.821352083864625,,b152918cb29dbf4
1508507195681,-30,16.399999618530273,-20.30000114440918,39.762420057488015,,b152918cb29dbf4
1508507195732,-30.600000381469727,16,-19.80000114440918,39.80452342949503,,b152918cb29dbf4
1508507195803,-31.80000114440918,15.5,-19,40.1558221341505,,b152918cb29dbf4
1508507195846,-32.70000076293945,15.100000381469727,-18.30000114440918,40.400372448705724,,b152918cb29dbf4
1508507195885,-33.400001525878906,14.600000381469727,-17.600000381469727,40.47814313949547,,b152918cb29dbf4
1508507195922,-34.29999923706055,13.100000381469727,-16.80000114440918,40.37746967521673,,b152918cb29dbf4
