UUID, meanHeading, class, timestamp 
903d185fccf839df,107.23757834792497,undefined,1493660587987
903d185fccf839df,106.86835226379934,undefined,1493660588315
903d185fccf839df,107.26147212730407,undefined,1493660588996
903d185fccf839df,107.63105262134765,undefined,1493660589275
903d185fccf839df,105.24229101320786,undefined,1493660590009
903d185fccf839df,106.54713645799488,undefined,1493660590319
903d185fccf839df,122.05189471298878,undefined,1493660590980
903d185fccf839df,128.75823156992962,undefined,1493660591261
903d185fccf839df,142.51039354415792,undefined,1493660591961
903d185fccf839df,147.7178474750557,undefined,1493660592282
903d185fccf839df,153.72306721723788,undefined,1493660592996
903d185fccf839df,157.2434991213346,undefined,1493660593302
903d185fccf839df,168.35398748012884,undefined,1493660594015
903d185fccf839df,177.37948780195117,undefined,1493660594289
903d185fccf839df,186.48074336155722,undefined,1493660594979
903d185fccf839df,191.3533252837557,undefined,1493660595289
903d185fccf839df,197.61463117769972,undefined,1493660596000
903d185fccf839df,200.39842252965877,undefined,1493660596336
903d185fccf839df,203.98870517644207,undefined,1493660597060
903d185fccf839df,205.99795870335777,undefined,1493660597299
903d185fccf839df,206.58726337459441,undefined,1493660598115
903d185fccf839df,206.211705198732,undefined,1493660598274
903d185fccf839df,208.07773943235395,undefined,1493660599089
903d185fccf839df,208.2289747451789,undefined,1493660599499
903d185fccf839df,208.92201784050195,undefined,1493660600031
903d185fccf839df,208.8520118937743,undefined,1493660600325
903d185fccf839df,207.3292901506893,undefined,1493660601285
903d185fccf839df,207.38979442692286,undefined,1493660602245
903d185fccf839df,207.38979442692286,undefined,1493660602276
903d185fccf839df,207.42934574837312,undefined,1493660603062
903d185fccf839df,207.42773288481172,undefined,1493660603381
903d185fccf839df,207.02628965497732,undefined,1493660604241
903d185fccf839df,206.665167281129,undefined,1493660605189
903d185fccf839df,206.665167281129,undefined,1493660605224
903d185fccf839df,206.66785985113663,undefined,1493660606212
903d185fccf839df,206.66785985113663,undefined,1493660606287
903d185fccf839df,206.64463406621186,undefined,1493660607197
903d185fccf839df,206.64463406621186,undefined,1493660607303
903d185fccf839df,206.51488750710223,undefined,1493660608195
903d185fccf839df,206.51488750710223,undefined,1493660608247
903d185fccf839df,206.50382102587423,undefined,1493660609206
903d185fccf839df,206.50382102587423,undefined,1493660609274
903d185fccf839df,206.43050698687847,undefined,1493660610176
903d185fccf839df,206.43050698687847,undefined,1493660610276
903d185fccf839df,206.30670900392576,undefined,1493660611203
903d185fccf839df,206.30670900392576,undefined,1493660611241
903d185fccf839df,206.37907373518257,undefined,1493660612241
903d185fccf839df,206.37907373518257,undefined,1493660612315
903d185fccf839df,206.85829832922755,undefined,1493660613152
903d185fccf839df,206.85829832922755,undefined,1493660613195
903d185fccf839df,207.48462891859248,undefined,1493660614217
903d185fccf839df,207.48462891859248,undefined,1493660614259
903d185fccf839df,207.72791660975724,undefined,1493660615194
903d185fccf839df,207.72791660975724,undefined,1493660615243
903d185fccf839df,207.97470518632292,undefined,1493660616198
903d185fccf839df,207.97470518632292,undefined,1493660616289
903d185fccf839df,208.62729267071828,undefined,1493660617166
903d185fccf839df,208.62729267071828,undefined,1493660617198
903d185fccf839df,208.99811282826602,undefined,1493660618218
903d185fccf839df,208.99811282826602,undefined,1493660618270
903d185fccf839df,209.35513474605025,undefined,1493660620396
903d185fccf839df,209.35513474605025,undefined,1493660620501
903d185fccf839df,210.29842202488948,undefined,1493660621233
903d185fccf839df,211.0102112376633,undefined,1493660623402
903d185fccf839df,211.0102112376633,undefined,1493660623487
903d185fccf839df,211.84957747715637,undefined,1493660624571
903d185fccf839df,212.64488754875688,undefined,1493660625195
903d185fccf839df,212.64488754875688,undefined,1493660625316
903d185fccf839df,213.27537101761624,undefined,1493660626218
903d185fccf839df,213.27537101761624,undefined,1493660626278
903d185fccf839df,213.73504520132897,undefined,1493660627212
903d185fccf839df,213.73504520132897,undefined,1493660627286
903d185fccf839df,214.074372349915,undefined,1493660628185
903d185fccf839df,214.074372349915,undefined,1493660628294
903d185fccf839df,214.40562406433642,undefined,1493660629197
903d185fccf839df,214.40562406433642,undefined,1493660629260
903d185fccf839df,214.9141371943072,undefined,1493660630222
903d185fccf839df,214.9141371943072,undefined,1493660630273
903d185fccf839df,215.75463279795028,undefined,1493660631185
903d185fccf839df,215.75463279795028,undefined,1493660631289
903d185fccf839df,216.8047792848057,undefined,1493660632204
903d185fccf839df,216.8047792848057,undefined,1493660632253
903d185fccf839df,217.62934091800759,undefined,1493660633190
903d185fccf839df,217.62934091800759,undefined,1493660633262
903d185fccf839df,218.43724426655785,undefined,1493660634203
903d185fccf839df,218.43724426655785,undefined,1493660634316
903d185fccf839df,219.1932684416409,undefined,1493660635207
903d185fccf839df,219.1932684416409,undefined,1493660635257
903d185fccf839df,219.7250837766426,undefined,1493660636228
903d185fccf839df,219.7250837766426,undefined,1493660636303
903d185fccf839df,220.29292539829123,undefined,1493660637182
903d185fccf839df,220.29292539829123,undefined,1493660637284
903d185fccf839df,220.91607016775382,undefined,1493660638195
903d185fccf839df,220.91607016775382,undefined,1493660638240
903d185fccf839df,221.54681839096665,undefined,1493660639219
903d185fccf839df,221.54681839096665,undefined,1493660639278
903d185fccf839df,222.2991661338144,undefined,1493660640211
903d185fccf839df,222.2991661338144,undefined,1493660640286
903d185fccf839df,223.07926583843366,undefined,1493660641202
903d185fccf839df,223.07926583843366,undefined,1493660641259
903d185fccf839df,223.62741146916406,undefined,1493660642203
903d185fccf839df,223.62741146916406,undefined,1493660642279
903d185fccf839df,224.00493421334875,undefined,1493660643205
903d185fccf839df,224.00493421334875,undefined,1493660643315
903d185fccf839df,224.59826749182724,undefined,1493660644248
903d185fccf839df,224.59826749182724,undefined,1493660644346
903d185fccf839df,225.69917682902462,undefined,1493660645255
903d185fccf839df,226.51503074778662,undefined,1493660646182
903d185fccf839df,226.51503074778662,undefined,1493660646282
903d185fccf839df,226.97747300392228,undefined,1493660647200
903d185fccf839df,226.97747300392228,undefined,1493660647246
903d185fccf839df,227.5863502813884,undefined,1493660648303
903d185fccf839df,227.5863502813884,undefined,1493660648372
903d185fccf839df,228.00930922533712,undefined,1493660649264
903d185fccf839df,228.4801464933737,undefined,1493660650173
903d185fccf839df,228.4801464933737,undefined,1493660650216
903d185fccf839df,229.3627168003025,undefined,1493660651330
903d185fccf839df,229.3627168003025,undefined,1493660651391
903d185fccf839df,230.1666767220582,undefined,1493660655216
903d185fccf839df,231.21694583550232,undefined,1493660655722
903d185fccf839df,231.94185280395106,undefined,1493660656044
903d185fccf839df,232.722675219226,undefined,1493660657085
903d185fccf839df,232.722675219226,undefined,1493660657199
903d185fccf839df,233.4922566525995,undefined,1493660658271
903d185fccf839df,233.4922566525995,undefined,1493660658356
903d185fccf839df,234.20414963164995,undefined,1493660659242
903d185fccf839df,235.05099890762767,undefined,1493660660031
903d185fccf839df,235.05099890762767,undefined,1493660660135
903d185fccf839df,235.75008363868346,undefined,1493660661033
903d185fccf839df,235.75008363868346,undefined,1493660661076
903d185fccf839df,236.684539881121,undefined,1493660662107
903d185fccf839df,236.684539881121,undefined,1493660662180
903d185fccf839df,237.6268867327928,undefined,1493660663299
903d185fccf839df,238.7172042429871,undefined,1493660664081
903d185fccf839df,238.7172042429871,undefined,1493660664168
903d185fccf839df,239.66044703932266,undefined,1493660665176
903d185fccf839df,239.66044703932266,undefined,1493660665326
903d185fccf839df,240.34911534119993,undefined,1493660666167
903d185fccf839df,241.0874625562663,undefined,1493660667065
903d185fccf839df,241.0874625562663,undefined,1493660667104
903d185fccf839df,241.68795442718613,undefined,1493660668052
903d185fccf839df,241.68795442718613,undefined,1493660668109
903d185fccf839df,242.02675389327445,undefined,1493660669080
903d185fccf839df,242.02675389327445,undefined,1493660669541
903d185fccf839df,242.3721408644309,undefined,1493660670197
903d185fccf839df,242.3721408644309,undefined,1493660670221
903d185fccf839df,242.67200915212823,undefined,1493660671122
903d185fccf839df,243.25074125764115,undefined,1493660672051
903d185fccf839df,243.25074125764115,undefined,1493660672135
903d185fccf839df,243.9180473282379,undefined,1493660673128
903d185fccf839df,243.9180473282379,undefined,1493660673180
