1490484528451,84:d4:7e:6a:38:20,-69;,98:de:d0:31:71:da,-73;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-88;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:62,-89;,84:d4:7e:69:d7:80,-77;,84:d4:7e:69:d7:83,-77;,84:d4:7e:69:d7:81,-77;,84:d4:7e:69:d5:c3,-90;,9c:1c:12:f3:38:21,-90;,84:d4:7e:69:d7:82,-77;,9c:1c:12:f3:38:22,-89;,,903d185fccf839df
1490484528702,84:d4:7e:6a:38:20,-69;,98:de:d0:31:71:da,-73;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-88;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:62,-89;,84:d4:7e:69:d7:80,-77;,84:d4:7e:69:d7:83,-77;,84:d4:7e:69:d7:81,-77;,84:d4:7e:69:d5:c3,-90;,9c:1c:12:f3:38:21,-90;,84:d4:7e:69:d7:82,-77;,9c:1c:12:f3:38:22,-89;,,903d185fccf839df
1490484528954,84:d4:7e:6a:38:20,-68;,98:de:d0:31:71:da,-72;,9c:1c:12:c0:2c:63,-87;,9c:1c:12:c0:2c:61,-87;,9c:1c:12:c0:2c:60,-87;,9c:1c:12:c0:2c:62,-88;,84:d4:7e:69:d7:80,-76;,84:d4:7e:69:d7:83,-76;,84:d4:7e:69:d7:81,-76;,84:d4:7e:69:d5:c3,-89;,9c:1c:12:f3:38:21,-89;,84:d4:7e:69:d7:82,-76;,9c:1c:12:f3:38:22,-88;,,903d185fccf839df
1490484529246,84:d4:7e:6a:38:20,-67;,98:de:d0:31:71:da,-71;,9c:1c:12:c0:2c:63,-86;,9c:1c:12:c0:2c:61,-86;,9c:1c:12:c0:2c:60,-86;,9c:1c:12:c0:2c:62,-87;,84:d4:7e:69:d7:80,-75;,84:d4:7e:69:d7:83,-75;,84:d4:7e:69:d7:81,-75;,84:d4:7e:69:d5:c3,-88;,9c:1c:12:f3:38:21,-88;,84:d4:7e:69:d7:82,-75;,9c:1c:12:f3:38:22,-87;,,903d185fccf839df
1490484529565,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484529879,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484530168,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484530442,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484530758,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484531048,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484531374,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484531641,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484531960,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
1490484532251,84:d4:7e:6a:38:20,-76;,98:de:d0:31:71:da,-89;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:61,-80;,9c:1c:12:c0:2c:60,-80;,9c:1c:12:c0:2c:62,-80;,9c:1c:12:f3:38:21,-84;,9c:1c:12:f3:38:22,-84;,84:d4:7e:6a:38:21,-76;,84:d4:7e:6a:38:23,-76;,9c:1c:12:f3:38:23,-84;,ac:a3:1e:07:19:e3,-85;,ac:a3:1e:07:19:e0,-85;,ac:a3:1e:07:19:e1,-85;,9c:1c:12:f3:52:00,-86;,9c:1c:12:f3:38:20,-86;,9c:1c:12:f3:52:01,-86;,9c:1c:12:f3:52:03,-86;,74:44:01:76:06:04,-87;,10:fe:ed:dd:3c:76,-91;,84:d4:7e:6a:38:22,-76;,9c:1c:12:f3:52:02,-86;,98:4b:e1:20:cc:52,-89;,,903d185fccf839df
