timestamp, pressure, UUID 
1491900854855,961.674072265625,903d185fccf839df
1491900855216,961.665283203125,903d185fccf839df
1491900855398,961.655517578125,903d185fccf839df
1491900855580,961.652099609375,903d185fccf839df
1491900855758,961.6455078125,903d185fccf839df
1491900855934,961.625244140625,903d185fccf839df
1491900856114,961.61767578125,903d185fccf839df
1491900856294,961.619384765625,903d185fccf839df
1491900856474,961.61474609375,903d185fccf839df
1491900856655,961.608154296875,903d185fccf839df
1491900856836,961.607177734375,903d185fccf839df
1491900857015,961.61181640625,903d185fccf839df
1491900857195,961.635498046875,903d185fccf839df
1491900857384,961.646484375,903d185fccf839df
1491900857554,961.650146484375,903d185fccf839df
1491900857741,961.651611328125,903d185fccf839df
1491900857918,961.649169921875,903d185fccf839df
1491900858094,961.658935546875,903d185fccf839df
1491900858274,961.6474609375,903d185fccf839df
1491900858457,961.639404296875,903d185fccf839df
1491900858644,961.64208984375,903d185fccf839df
1491900858815,961.642578125,903d185fccf839df
1491900858996,961.634521484375,903d185fccf839df
1491900859178,961.644287109375,903d185fccf839df
1491900859357,961.639404296875,903d185fccf839df
1491900859535,961.6455078125,903d185fccf839df
1491900859715,961.64599609375,903d185fccf839df
1491900859896,961.64013671875,903d185fccf839df
1491900860074,961.637451171875,903d185fccf839df
1491900860254,961.644775390625,903d185fccf839df
1491900860439,961.64794921875,903d185fccf839df
1491900860614,961.63916015625,903d185fccf839df
1491900860794,961.645263671875,903d185fccf839df
1491900860977,961.643310546875,903d185fccf839df
1491900861154,961.648681640625,903d185fccf839df
1491900861334,961.653076171875,903d185fccf839df
1491900861515,961.64794921875,903d185fccf839df
1491900861695,961.641845703125,903d185fccf839df
1491900861877,961.6455078125,903d185fccf839df
1491900862055,961.633056640625,903d185fccf839df
1491900862235,961.6328125,903d185fccf839df
1491900862414,961.637451171875,903d185fccf839df
1491900862598,961.622802734375,903d185fccf839df
1491900862776,961.61767578125,903d185fccf839df
1491900862959,961.628662109375,903d185fccf839df
