timestamp, lastAccessTime, proximity, UUID 
1495451692315,1495451692460,far,,903d185fccf839df
1495451692315,1495451692568,far,,903d185fccf839df
1495451692315,1495451692616,far,,903d185fccf839df
1495451692315,1495451692681,far,,903d185fccf839df
1495451692315,1495451692713,far,,903d185fccf839df
1495451692315,1495451692780,far,,903d185fccf839df
1495451692315,1495451692801,far,,903d185fccf839df
1495451692315,1495451692837,far,,903d185fccf839df
1495451692315,1495451692859,far,,903d185fccf839df
1495451692315,1495451692885,far,,903d185fccf839df
1495451692315,1495451692911,far,,903d185fccf839df
1495451692315,1495451692948,far,,903d185fccf839df
1495451692315,1495451692970,far,,903d185fccf839df
1495451692315,1495451692990,far,,903d185fccf839df
1495451692315,1495451693008,far,,903d185fccf839df
1495451692315,1495451693049,far,,903d185fccf839df
1495451692315,1495451693064,far,,903d185fccf839df
1495451692315,1495451693083,far,,903d185fccf839df
1495451692315,1495451693104,far,,903d185fccf839df
1495451692315,1495451693152,far,,903d185fccf839df
1495451692315,1495451693170,far,,903d185fccf839df
1495451692315,1495451693193,far,,903d185fccf839df
1495451692315,1495451693225,far,,903d185fccf839df
1495451692315,1495451693267,far,,903d185fccf839df
1495451692315,1495451693293,far,,903d185fccf839df
1495451692315,1495451693321,far,,903d185fccf839df
1495451692315,1495451693356,far,,903d185fccf839df
1495451692315,1495451693389,far,,903d185fccf839df
1495451692315,1495451693417,far,,903d185fccf839df
1495451692315,1495451693453,far,,903d185fccf839df
1495451692315,1495451693479,far,,903d185fccf839df
1495451692315,1495451693520,far,,903d185fccf839df
1495451692315,1495451693558,far,,903d185fccf839df
1495451692315,1495451693580,far,,903d185fccf839df
1495451692315,1495451693602,far,,903d185fccf839df
1495451692315,1495451693645,far,,903d185fccf839df
1495451692315,1495451693667,far,,903d185fccf839df
1495451692315,1495451693681,far,,903d185fccf839df
1495451692315,1495451693698,far,,903d185fccf839df
1495451692315,1495451693730,far,,903d185fccf839df
1495451692315,1495451693745,far,,903d185fccf839df
1495451692315,1495451693765,far,,903d185fccf839df
1495451692315,1495451693788,far,,903d185fccf839df
1495451692315,1495451693825,far,,903d185fccf839df
1495451692315,1495451693866,far,,903d185fccf839df
1495451692315,1495451693886,far,,903d185fccf839df
1495451692315,1495451693923,far,,903d185fccf839df
1495451692315,1495451693956,far,,903d185fccf839df
1495451692315,1495451693985,far,,903d185fccf839df
1495451692315,1495451694010,far,,903d185fccf839df
1495451692315,1495451694095,far,,903d185fccf839df
1495451692315,1495451694170,far,,903d185fccf839df
1495451692315,1495451694192,far,,903d185fccf839df
1495451692315,1495451694211,far,,903d185fccf839df
1495451692315,1495451694245,far,,903d185fccf839df
1495451692315,1495451694268,far,,903d185fccf839df
1495451692315,1495451694290,far,,903d185fccf839df
1495451692315,1495451694313,far,,903d185fccf839df
1495451692315,1495451694339,far,,903d185fccf839df
1495451692315,1495451694365,far,,903d185fccf839df
1495451692315,1495451694383,far,,903d185fccf839df
1495451692315,1495451694404,far,,903d185fccf839df
1495451692315,1495451694447,far,,903d185fccf839df
1495451692315,1495451694461,far,,903d185fccf839df
1495451692315,1495451694474,far,,903d185fccf839df
1495451692315,1495451694496,far,,903d185fccf839df
1495451692315,1495451694532,far,,903d185fccf839df
1495451692315,1495451694550,far,,903d185fccf839df
1495451692315,1495451694571,far,,903d185fccf839df
1495451692315,1495451694590,far,,903d185fccf839df
1495451692315,1495451694616,far,,903d185fccf839df
1495451692315,1495451694643,far,,903d185fccf839df
1495451692315,1495451694663,far,,903d185fccf839df
1495451692315,1495451694684,far,,903d185fccf839df
1495451692315,1495451694733,far,,903d185fccf839df
1495451692315,1495451694764,far,,903d185fccf839df
1495451692315,1495451694788,far,,903d185fccf839df
1495451692315,1495451694817,far,,903d185fccf839df
1495451692315,1495451694901,far,,903d185fccf839df
1495451692315,1495451695029,far,,903d185fccf839df
1495451692315,1495451695109,far,,903d185fccf839df
1495451692315,1495451695154,far,,903d185fccf839df
1495451692315,1495451695172,far,,903d185fccf839df
1495451692315,1495451695191,far,,903d185fccf839df
1495451692315,1495451695210,far,,903d185fccf839df
1495451692315,1495451695244,far,,903d185fccf839df
1495451692315,1495451695265,far,,903d185fccf839df
1495451692315,1495451695283,far,,903d185fccf839df
1495451692315,1495451695312,far,,903d185fccf839df
1495451692315,1495451695364,far,,903d185fccf839df
1495451692315,1495451695378,far,,903d185fccf839df
1495451692315,1495451695390,far,,903d185fccf839df
1495451692315,1495451695405,far,,903d185fccf839df
1495451692315,1495451695423,far,,903d185fccf839df
1495451692315,1495451695437,far,,903d185fccf839df
1495451692315,1495451695462,far,,903d185fccf839df
1495451692315,1495451695481,far,,903d185fccf839df
1495451692315,1495451695501,far,,903d185fccf839df
1495451692315,1495451695530,far,,903d185fccf839df
1495451692315,1495451695560,far,,903d185fccf839df
1495451692315,1495451695579,far,,903d185fccf839df
1495451692315,1495451695607,far,,903d185fccf839df
1495451692315,1495451695643,far,,903d185fccf839df
1495451692315,1495451695659,far,,903d185fccf839df
1495451692315,1495451695680,far,,903d185fccf839df
1495451692315,1495451695705,far,,903d185fccf839df
1495451692315,1495451695736,far,,903d185fccf839df
1495451692315,1495451695757,far,,903d185fccf839df
1495451692315,1495451695771,far,,903d185fccf839df
1495451692315,1495451695786,far,,903d185fccf839df
1495451692315,1495451695804,far,,903d185fccf839df
1495451692315,1495451695844,far,,903d185fccf839df
1495451692315,1495451695866,far,,903d185fccf839df
1495451692315,1495451695881,far,,903d185fccf839df
1495451692315,1495451695914,far,,903d185fccf839df
1495451692315,1495451695942,far,,903d185fccf839df
1495451692315,1495451695965,far,,903d185fccf839df
1495451692315,1495451695995,far,,903d185fccf839df
1495451692315,1495451696015,far,,903d185fccf839df
1495451692315,1495451696046,far,,903d185fccf839df
1495451692315,1495451696063,far,,903d185fccf839df
1495451692315,1495451696076,far,,903d185fccf839df
1495451692315,1495451696094,far,,903d185fccf839df
1495451692315,1495451696110,far,,903d185fccf839df
1495451692315,1495451696132,far,,903d185fccf839df
1495451692315,1495451696146,far,,903d185fccf839df
1495451692315,1495451696167,far,,903d185fccf839df
1495451692315,1495451696187,far,,903d185fccf839df
1495451692315,1495451696215,far,,903d185fccf839df
1495451692315,1495451696240,far,,903d185fccf839df
1495451692315,1495451696257,far,,903d185fccf839df
1495451692315,1495451696273,far,,903d185fccf839df
1495451692315,1495451696291,far,,903d185fccf839df
1495451692315,1495451696312,far,,903d185fccf839df
1495451692315,1495451696336,far,,903d185fccf839df
1495451692315,1495451696359,far,,903d185fccf839df
1495451692315,1495451696380,far,,903d185fccf839df
1495451692315,1495451696400,far,,903d185fccf839df
1495451692315,1495451696431,far,,903d185fccf839df
1495451692315,1495451696450,far,,903d185fccf839df
1495451692315,1495451696465,far,,903d185fccf839df
1495451692315,1495451696489,far,,903d185fccf839df
1495451692315,1495451696529,far,,903d185fccf839df
1495451692315,1495451696558,far,,903d185fccf839df
1495451692315,1495451696577,far,,903d185fccf839df
1495451692315,1495451696594,far,,903d185fccf839df
1495451692315,1495451696633,far,,903d185fccf839df
1495451692315,1495451696651,far,,903d185fccf839df
1495451692315,1495451696669,far,,903d185fccf839df
1495451692315,1495451696692,far,,903d185fccf839df
1495451692315,1495451696710,far,,903d185fccf839df
1495451692315,1495451696731,far,,903d185fccf839df
1495451692315,1495451696751,far,,903d185fccf839df
1495451692315,1495451696767,far,,903d185fccf839df
1495451692315,1495451696790,far,,903d185fccf839df
1495451692315,1495451696820,far,,903d185fccf839df
1495451692315,1495451696885,far,,903d185fccf839df
1495451692315,1495451696917,far,,903d185fccf839df
1495451692315,1495451696962,far,,903d185fccf839df
1495451692315,1495451696983,far,,903d185fccf839df
1495451692315,1495451696997,far,,903d185fccf839df
1495451692315,1495451697033,far,,903d185fccf839df
1495451692315,1495451697051,far,,903d185fccf839df
1495451692315,1495451697071,far,,903d185fccf839df
1495451692315,1495451697094,far,,903d185fccf839df
1495451692315,1495451697123,far,,903d185fccf839df
1495451692315,1495451697150,far,,903d185fccf839df
1495451692315,1495451697167,far,,903d185fccf839df
1495451692315,1495451697190,far,,903d185fccf839df
1495451692315,1495451697215,far,,903d185fccf839df
1495451692315,1495451697245,far,,903d185fccf839df
1495451692315,1495451697268,far,,903d185fccf839df
1495451692315,1495451697285,far,,903d185fccf839df
1495451692315,1495451697307,far,,903d185fccf839df
1495451692315,1495451697335,far,,903d185fccf839df
1495451692315,1495451697360,far,,903d185fccf839df
1495451692315,1495451697380,far,,903d185fccf839df
1495451692315,1495451697422,far,,903d185fccf839df
1495451692315,1495451697453,far,,903d185fccf839df
1495451692315,1495451697465,far,,903d185fccf839df
1495451692315,1495451697478,far,,903d185fccf839df
1495451692315,1495451697494,far,,903d185fccf839df
1495451692315,1495451697500,far,,903d185fccf839df
1495451692315,1495451697530,far,,903d185fccf839df
1495451692315,1495451697551,far,,903d185fccf839df
1495451692315,1495451697567,far,,903d185fccf839df
1495451692315,1495451697588,far,,903d185fccf839df
1495451692315,1495451697612,far,,903d185fccf839df
1495451692315,1495451697639,far,,903d185fccf839df
1495451692315,1495451697658,far,,903d185fccf839df
1495451692315,1495451697682,far,,903d185fccf839df
1495451692315,1495451697718,far,,903d185fccf839df
1495451692315,1495451697748,far,,903d185fccf839df
1495451692315,1495451697767,far,,903d185fccf839df
1495451692315,1495451697791,far,,903d185fccf839df
1495451692315,1495451697813,far,,903d185fccf839df
1495451692315,1495451697842,far,,903d185fccf839df
1495451692315,1495451697858,far,,903d185fccf839df
1495451692315,1495451697874,far,,903d185fccf839df
1495451692315,1495451697885,far,,903d185fccf839df
1495451692315,1495451697917,far,,903d185fccf839df
1495451692315,1495451697943,far,,903d185fccf839df
1495451692315,1495451697969,far,,903d185fccf839df
1495451692315,1495451697990,far,,903d185fccf839df
1495451692315,1495451698037,far,,903d185fccf839df
1495451692315,1495451698077,far,,903d185fccf839df
1495451692315,1495451698104,far,,903d185fccf839df
1495451692315,1495451698156,far,,903d185fccf839df
1495451692315,1495451698181,far,,903d185fccf839df
1495451692315,1495451698195,far,,903d185fccf839df
1495451692315,1495451698257,far,,903d185fccf839df
1495451692315,1495451698290,far,,903d185fccf839df
1495451692315,1495451698329,far,,903d185fccf839df
1495451692315,1495451698408,far,,903d185fccf839df
1495451692315,1495451698441,far,,903d185fccf839df
1495451692315,1495451698473,far,,903d185fccf839df
