1498458288368,64:66:b3:c1:fb:ba,-74;,98:de:d0:d4:74:a6,-87;,ec:1a:59:1a:f6:41,-73;,18:d6:c7:5b:3a:2e,-82;,f4:f2:6d:3f:15:a0,-72;,00:1b:2f:51:13:d8,-75;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-73;,00:0f:66:d3:71:48,-82;,98:de:d0:d4:05:02,-82;,64:d1:a3:4a:bb:16,-85;,9c:5c:8e:c7:32:58,-85;,98:de:d0:2e:0e:06,-78;,54:b8:0a:08:b2:d4,-81;,64:d1:a3:35:3e:a2,-84;,38:d5:47:47:5d:e4,-83;,38:d5:47:47:5d:e6,-84;,60:e3:27:be:21:fc,-82;,64:66:b3:2a:a4:da,-87;,64:d1:a3:26:a7:b6,-89;,30:b5:c2:fc:fe:55,-89;,fa:8f:ca:9c:12:05,-79;,64:d1:a3:35:b1:fc,-71;,c0:25:06:7a:85:a4,-81;,84:1b:5e:2d:f7:6e,-81;,1c:74:0d:64:44:03,-84;,e8:de:27:bb:77:18,-85;,c8:0e:14:ed:31:7f,-86;,1c:af:f7:8a:b9:f0,-86;,34:bd:f9:e2:e5:5c,-87;,5c:35:3b:af:a6:8f,-88;,08:86:3b:76:e0:72,-90;,30:b5:c2:ed:13:5e,-91;,c4:04:15:43:87:00,-91;,82:d6:d0:d5:ba:fe,-92;,ac:16:2d:8e:30:b5,-89;,,903d185fccf839df
1498458288676,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458288837,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458289098,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458289425,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458289706,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458290003,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458290315,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458290603,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458290908,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
1498458291199,64:66:b3:c1:fb:ba,-76;,98:de:d0:d4:74:a6,-85;,ec:1a:59:1a:f6:41,-75;,18:d6:c7:5b:3a:2e,-80;,f4:f2:6d:3f:15:a0,-73;,00:1b:2f:51:13:d8,-77;,c4:3d:c7:69:a3:e4,-73;,00:22:b0:97:8d:bd,-77;,d0:c7:c0:53:4e:e7,-67;,00:0f:66:d3:71:48,-78;,98:de:d0:d4:05:02,-83;,9c:5c:8e:c7:32:58,-83;,98:de:d0:2e:0e:06,-76;,38:d5:47:47:5d:e4,-85;,64:66:b3:2a:a4:da,-82;,30:b5:c2:fc:fe:55,-88;,fa:8f:ca:9c:12:05,-77;,64:d1:a3:35:b1:fc,-75;,e8:de:27:bb:77:18,-83;,c8:0e:14:ed:31:7f,-82;,08:86:3b:76:e0:72,-82;,30:b5:c2:ed:13:5e,-87;,ac:16:2d:8e:30:b5,-84;,00:1f:3f:f7:23:b9,-72;,04:a1:51:d2:e1:10,-75;,04:a1:51:25:e8:d2,-80;,9c:c7:a6:5d:d0:b0,-82;,c8:0e:14:94:73:f5,-83;,04:a1:51:af:1c:e5,-85;,f6:f2:6d:2d:0a:0e,-85;,e8:fc:af:88:93:04,-86;,18:a6:f7:e5:94:4e,-87;,a0:1d:48:99:04:35,-87;,24:65:11:fd:99:e5,-87;,f4:f2:6d:94:a5:5a,-87;,c0:25:06:7f:8f:5b,-88;,08:ed:b9:46:d0:7f,-90;,00:1f:3f:c4:e3:0b,-88;,4a:0e:14:94:73:f5,-83;,3a:0e:14:94:73:f5,-83;,,903d185fccf839df
