timestamp, latitude, longitude, accuracy, UUID 
1491592567732,48.1489769,11.5675966,22.764999389648438,,903d185fccf839df
1491592571195,48.1494564,11.5667042,48,,903d185fccf839df
1491592575276,48.1490244,11.5669194,12,,903d185fccf839df
1491592575264,48.1490244,11.5669194,19.159000396728516,,903d185fccf839df
1491592576284,48.1490235,11.5669123,16,,903d185fccf839df
1491592577284,48.1490084,11.5668765,24,,903d185fccf839df
1491592578284,48.1489743,11.5668558,16,,903d185fccf839df
1491592579284,48.1489812,11.566865,32,,903d185fccf839df
1491592580284,48.1489812,11.566865,32,,903d185fccf839df
1491592581284,48.1489812,11.566865,24,,903d185fccf839df
1491592582284,48.1489812,11.566865,32,,903d185fccf839df
1491592583284,48.1489812,11.566865,32,,903d185fccf839df
1491592584284,48.1489812,11.566865,32,,903d185fccf839df
1491592587284,48.1489812,11.566865,32,,903d185fccf839df
1491592588284,48.1489812,11.566865,96,,903d185fccf839df
1491592589284,48.1489812,11.566865,32,,903d185fccf839df
1491592602788,48.1488184,11.5679948,20.628999710083008,,903d185fccf839df
1491592607867,48.1487001,11.5679976,23.246000289916992,,903d185fccf839df
1491592612871,48.1485492,11.5679354,19.614999771118164,,903d185fccf839df
1491592617653,48.1486347,11.5678677,21.277000427246094,,903d185fccf839df
1491592622782,48.1484838,11.5678055,23.756000518798828,,903d185fccf839df
1491592624410,48.1485592,11.5678366,24.149999618530273,,903d185fccf839df
1491592635006,48.1483982,11.5678733,23.777999877929688,,903d185fccf839df
1491592637356,48.1484083,11.5677744,22.91699981689453,,903d185fccf839df
1491592643790,48.1484083,11.5677744,23.54400062561035,,903d185fccf839df
1491592648821,48.1484083,11.5677744,22.250999450683594,,903d185fccf839df
1491592653891,48.1482473,11.5678111,21.635000228881836,,903d185fccf839df
1491592658957,48.1482146,11.5677461,21.05900001525879,,903d185fccf839df
1491592664031,48.1484183,11.5676756,22.62299919128418,,903d185fccf839df
1491592669041,48.1484309,11.5679382,22.607999801635742,,903d185fccf839df
1491592676836,48.148602,11.5678027,25.25,,903d185fccf839df
1491592679434,48.1487202,11.5677999,20.520000457763672,,903d185fccf839df
1491592684157,48.148753,11.5678649,22.892000198364258,,903d185fccf839df
1491592684269,48.1487202,11.5677999,20.68000030517578,,903d185fccf839df
1491592694263,48.1487202,11.5677999,20.660999298095703,,903d185fccf839df
1491592699305,48.1487202,11.5677999,19.631000518798828,,903d185fccf839df
1491592704190,48.1487202,11.5677999,23.95400047302246,,903d185fccf839df
1491592709274,48.1488612,11.5679609,23.82699966430664,,903d185fccf839df
1491592714289,48.1489266,11.5680909,22.320999145507812,,903d185fccf839df
1491592719433,48.1491329,11.5683818,20.871000289916992,,903d185fccf839df
1491592724443,48.1493795,11.5682774,19.582000732421875,,903d185fccf839df
1491592729482,48.1492084,11.5684129,20.257999420166016,,903d185fccf839df
