timestamp, signal strength, UUID 
1491592842834,-89,,903d185fccf839df
1491592871414,-89,,903d185fccf839df
1491592871559,-89,,903d185fccf839df
1491592871627,-89,,903d185fccf839df
1491592871722,-89,,903d185fccf839df
1491592871798,-89,,903d185fccf839df
1491592871884,-89,,903d185fccf839df
1491592872000,-89,,903d185fccf839df
1491592872088,-89,,903d185fccf839df
1491592872194,-89,,903d185fccf839df
1491592872288,-89,,903d185fccf839df
1491592872423,-89,,903d185fccf839df
1491592872525,-89,,903d185fccf839df
1491592872688,-89,,903d185fccf839df
1491592872886,-89,,903d185fccf839df
1491592872952,-89,,903d185fccf839df
1491592872997,-89,,903d185fccf839df
1491592873099,-89,,903d185fccf839df
1491592873230,-89,,903d185fccf839df
1491592873294,-89,,903d185fccf839df
1491592873413,-89,,903d185fccf839df
1491592873509,-89,,903d185fccf839df
1491592873585,-89,,903d185fccf839df
1491592873707,-89,,903d185fccf839df
1491592873836,-89,,903d185fccf839df
1491592873904,-89,,903d185fccf839df
1491592873990,-89,,903d185fccf839df
1491592874083,-89,,903d185fccf839df
1491592874200,-89,,903d185fccf839df
1491592874283,-89,,903d185fccf839df
1491592874400,-89,,903d185fccf839df
1491592874534,-89,,903d185fccf839df
1491592874601,-89,,903d185fccf839df
1491592874681,-89,,903d185fccf839df
1491592874780,-89,,903d185fccf839df
1491592874891,-89,,903d185fccf839df
1491592874994,-89,,903d185fccf839df
1491592875093,-89,,903d185fccf839df
1491592875198,-89,,903d185fccf839df
1491592875280,-89,,903d185fccf839df
1491592875409,-89,,903d185fccf839df
1491592875489,-89,,903d185fccf839df
1491592875582,-89,,903d185fccf839df
1491592875691,-89,,903d185fccf839df
1491592875779,-89,,903d185fccf839df
1491592875888,-89,,903d185fccf839df
1491592875980,-89,,903d185fccf839df
1491592876088,-89,,903d185fccf839df
1491592876195,-89,,903d185fccf839df
1491592876284,-89,,903d185fccf839df
1491592876380,-89,,903d185fccf839df
1491592876484,-89,,903d185fccf839df
1491592876582,-89,,903d185fccf839df
1491592876682,-89,,903d185fccf839df
1491592876796,-89,,903d185fccf839df
1491592876882,-89,,903d185fccf839df
1491592876991,-89,,903d185fccf839df
1491592877091,-89,,903d185fccf839df
1491592877193,-89,,903d185fccf839df
1491592877298,-89,,903d185fccf839df
1491592877383,-89,,903d185fccf839df
1491592877484,-89,,903d185fccf839df
1491592877581,-89,,903d185fccf839df
1491592877678,-89,,903d185fccf839df
1491592877793,-89,,903d185fccf839df
1491592877886,-89,,903d185fccf839df
1491592877990,-89,,903d185fccf839df
1491592878091,-89,,903d185fccf839df
1491592878195,-89,,903d185fccf839df
1491592878284,-89,,903d185fccf839df
1491592878393,-89,,903d185fccf839df
1491592878493,-89,,903d185fccf839df
1491592878589,-89,,903d185fccf839df
1491592878691,-89,,903d185fccf839df
1491592878782,-89,,903d185fccf839df
1491592878884,-89,,903d185fccf839df
1491592878994,-89,,903d185fccf839df
1491592879089,-89,,903d185fccf839df
1491592879187,-89,,903d185fccf839df
1491592879284,-89,,903d185fccf839df
1491592879387,-89,,903d185fccf839df
1491592879484,-89,,903d185fccf839df
1491592879586,-89,,903d185fccf839df
1491592879682,-89,,903d185fccf839df
1491592879787,-89,,903d185fccf839df
1491592879893,-89,,903d185fccf839df
1491592879973,-89,,903d185fccf839df
1491592880097,-89,,903d185fccf839df
1491592880179,-89,,903d185fccf839df
1491592880282,-89,,903d185fccf839df
1491592880384,-89,,903d185fccf839df
1491592880480,-89,,903d185fccf839df
1491592880586,-89,,903d185fccf839df
1491592880693,-89,,903d185fccf839df
1491592880783,-89,,903d185fccf839df
1491592880881,-89,,903d185fccf839df
1491592880985,-89,,903d185fccf839df
1491592881086,-89,,903d185fccf839df
1491592881186,-89,,903d185fccf839df
1491592881284,-89,,903d185fccf839df
1491592881387,-89,,903d185fccf839df
1491592881481,-89,,903d185fccf839df
1491592881579,-89,,903d185fccf839df
1491592881701,-89,,903d185fccf839df
1491592881857,-89,,903d185fccf839df
1491592881949,-89,,903d185fccf839df
1491592881995,-89,,903d185fccf839df
1491592882079,-89,,903d185fccf839df
1491592882180,-89,,903d185fccf839df
1491592882290,-89,,903d185fccf839df
1491592882397,-89,,903d185fccf839df
1491592882482,-89,,903d185fccf839df
1491592882578,-89,,903d185fccf839df
1491592882681,-89,,903d185fccf839df
1491592882788,-89,,903d185fccf839df
1491592882895,-89,,903d185fccf839df
1491592882985,-89,,903d185fccf839df
1491592883084,-89,,903d185fccf839df
1491592883210,-89,,903d185fccf839df
1491592883291,-89,,903d185fccf839df
1491592883411,-89,,903d185fccf839df
1491592883488,-89,,903d185fccf839df
1491592883592,-89,,903d185fccf839df
1491592883690,-89,,903d185fccf839df
1491592883788,-89,,903d185fccf839df
1491592883889,-89,,903d185fccf839df
1491592883991,-89,,903d185fccf839df
1491592884080,-89,,903d185fccf839df
1491592884182,-89,,903d185fccf839df
1491592884290,-89,,903d185fccf839df
1491592884390,-89,,903d185fccf839df
1491592884494,-89,,903d185fccf839df
1491592884600,-89,,903d185fccf839df
1491592884714,-89,,903d185fccf839df
1491592884818,-89,,903d185fccf839df
1491592884908,-89,,903d185fccf839df
1491592884985,-89,,903d185fccf839df
1491592885085,-89,,903d185fccf839df
1491592885178,-89,,903d185fccf839df
1491592885293,-89,,903d185fccf839df
1491592885405,-89,,903d185fccf839df
1491592885503,-89,,903d185fccf839df
1491592885609,-89,,903d185fccf839df
1491592885687,-89,,903d185fccf839df
1491592885789,-89,,903d185fccf839df
1491592885901,-89,,903d185fccf839df
1491592885993,-89,,903d185fccf839df
1491592886088,-89,,903d185fccf839df
1491592886187,-89,,903d185fccf839df
1491592886282,-89,,903d185fccf839df
1491592886404,-89,,903d185fccf839df
1491592886485,-89,,903d185fccf839df
1491592886589,-89,,903d185fccf839df
1491592886704,-89,,903d185fccf839df
1491592886794,-89,,903d185fccf839df
1491592886885,-89,,903d185fccf839df
1491592886989,-89,,903d185fccf839df
1491592887091,-89,,903d185fccf839df
1491592887180,-89,,903d185fccf839df
1491592887285,-89,,903d185fccf839df
1491592887395,-89,,903d185fccf839df
1491592887488,-89,,903d185fccf839df
1491592887590,-89,,903d185fccf839df
1491592887677,-89,,903d185fccf839df
1491592887782,-89,,903d185fccf839df
1491592887883,-89,,903d185fccf839df
1491592887992,-89,,903d185fccf839df
1491592888079,-89,,903d185fccf839df
1491592888187,-89,,903d185fccf839df
1491592888284,-89,,903d185fccf839df
1491592888395,-89,,903d185fccf839df
1491592888480,-89,,903d185fccf839df
1491592888582,-89,,903d185fccf839df
1491592888683,-89,,903d185fccf839df
1491592888784,-89,,903d185fccf839df
1491592888882,-89,,903d185fccf839df
1491592888994,-89,,903d185fccf839df
1491592889074,-89,,903d185fccf839df
1491592889188,-89,,903d185fccf839df
1491592889284,-89,,903d185fccf839df
1491592889395,-89,,903d185fccf839df
1491592889480,-89,,903d185fccf839df
1491592889593,-89,,903d185fccf839df
1491592889688,-89,,903d185fccf839df
1491592889791,-89,,903d185fccf839df
1491592889888,-89,,903d185fccf839df
1491592889985,-89,,903d185fccf839df
1491592890083,-89,,903d185fccf839df
1491592890186,-89,,903d185fccf839df
1491592890284,-89,,903d185fccf839df
1491592890387,-89,,903d185fccf839df
1491592890482,-89,,903d185fccf839df
1491592890587,-89,,903d185fccf839df
1491592890691,-89,,903d185fccf839df
1491592890785,-89,,903d185fccf839df
1491592890885,-89,,903d185fccf839df
1491592890986,-89,,903d185fccf839df
1491592891092,-89,,903d185fccf839df
1491592891196,-89,,903d185fccf839df
1491592891288,-89,,903d185fccf839df
1491592891398,-89,,903d185fccf839df
1491592891485,-89,,903d185fccf839df
1491592891582,-89,,903d185fccf839df
1491592891681,-89,,903d185fccf839df
1491592891794,-89,,903d185fccf839df
1491592891880,-89,,903d185fccf839df
1491592891988,-89,,903d185fccf839df
1491592892085,-89,,903d185fccf839df
1491592892185,-89,,903d185fccf839df
1491592892285,-89,,903d185fccf839df
1491592892405,-89,,903d185fccf839df
1491592892486,-89,,903d185fccf839df
1491592892579,-89,,903d185fccf839df
1491592892683,-89,,903d185fccf839df
1491592892790,-89,,903d185fccf839df
1491592892891,-89,,903d185fccf839df
1491592892986,-89,,903d185fccf839df
1491592893087,-89,,903d185fccf839df
1491592893190,-89,,903d185fccf839df
1491592893294,-89,,903d185fccf839df
1491592893394,-89,,903d185fccf839df
1491592893491,-89,,903d185fccf839df
1491592893578,-89,,903d185fccf839df
1491592893683,-89,,903d185fccf839df
1491592893784,-89,,903d185fccf839df
1491592893882,-89,,903d185fccf839df
1491592893978,-89,,903d185fccf839df
1491592894081,-89,,903d185fccf839df
1491592894195,-89,,903d185fccf839df
1491592894284,-89,,903d185fccf839df
1491592894385,-89,,903d185fccf839df
1491592894494,-89,,903d185fccf839df
1491592894587,-89,,903d185fccf839df
1491592894675,-89,,903d185fccf839df
1491592894786,-89,,903d185fccf839df
1491592894880,-89,,903d185fccf839df
1491592894993,-89,,903d185fccf839df
1491592895087,-89,,903d185fccf839df
1491592895192,-89,,903d185fccf839df
1491592895281,-89,,903d185fccf839df
1491592895389,-89,,903d185fccf839df
1491592895515,-89,,903d185fccf839df
1491592895610,-89,,903d185fccf839df
1491592895683,-89,,903d185fccf839df
1491592895793,-89,,903d185fccf839df
1491592895899,-89,,903d185fccf839df
1491592895995,-89,,903d185fccf839df
1491592896082,-89,,903d185fccf839df
1491592896180,-89,,903d185fccf839df
1491592896308,-89,,903d185fccf839df
1491592896386,-89,,903d185fccf839df
1491592896484,-89,,903d185fccf839df
1491592896639,-89,,903d185fccf839df
1491592896756,-89,,903d185fccf839df
1491592896790,-89,,903d185fccf839df
1491592896885,-89,,903d185fccf839df
1491592897004,-89,,903d185fccf839df
1491592897090,-89,,903d185fccf839df
1491592897206,-89,,903d185fccf839df
1491592897302,-89,,903d185fccf839df
1491592897390,-89,,903d185fccf839df
1491592897522,-89,,903d185fccf839df
1491592897586,-89,,903d185fccf839df
1491592897700,-89,,903d185fccf839df
1491592897782,-89,,903d185fccf839df
1491592897882,-89,,903d185fccf839df
1491592897986,-89,,903d185fccf839df
1491592898095,-89,,903d185fccf839df
1491592898204,-89,,903d185fccf839df
1491592898286,-89,,903d185fccf839df
1491592898392,-89,,903d185fccf839df
1491592898484,-89,,903d185fccf839df
1491592898596,-89,,903d185fccf839df
1491592898681,-89,,903d185fccf839df
1491592898786,-89,,903d185fccf839df
1491592898895,-89,,903d185fccf839df
1491592898989,-89,,903d185fccf839df
1491592899084,-89,,903d185fccf839df
1491592899196,-89,,903d185fccf839df
1491592899288,-89,,903d185fccf839df
1491592899393,-89,,903d185fccf839df
1491592899485,-89,,903d185fccf839df
1491592899585,-89,,903d185fccf839df
1491592899697,-89,,903d185fccf839df
1491592899788,-89,,903d185fccf839df
1491592899886,-89,,903d185fccf839df
1491592899988,-89,,903d185fccf839df
1491592900080,-89,,903d185fccf839df
1491592900190,-89,,903d185fccf839df
1491592900285,-89,,903d185fccf839df
