timestamp, latitude, longitude, accuracy, UUID 
1491593579313,48.1489014,11.5675655,22.121000289916992,,903d185fccf839df
1491593582090,48.1490325,11.5670929,16,,903d185fccf839df
1491593583078,48.1490391,11.5670993,32,,903d185fccf839df
1491593584078,48.1490449,11.5670941,32,,903d185fccf839df
1491593585078,48.1490549,11.5670932,32,,903d185fccf839df
1491593586078,48.1490548,11.5670931,32,,903d185fccf839df
1491593587078,48.1490414,11.5670587,24,,903d185fccf839df
1491593588085,48.1490263,11.5670372,24,,903d185fccf839df
1491593587419,48.1490263,11.5670372,26.0049991607666,,903d185fccf839df
1491593589085,48.1489996,11.5670136,12,,903d185fccf839df
1491593590000,48.1490036,11.5669998,12,,903d185fccf839df
1491593591000,48.1490036,11.5669999,12,,903d185fccf839df
1491593592000,48.1490036,11.5669999,32,,903d185fccf839df
1491593593000,48.1490036,11.5669999,16,,903d185fccf839df
1491593594000,48.1490036,11.5669999,24,,903d185fccf839df
1491593595000,48.1490036,11.5669999,32,,903d185fccf839df
1491593596000,48.1490036,11.5669999,24,,903d185fccf839df
1491593597000,48.1490036,11.5669999,96,,903d185fccf839df
1491593611197,48.1487328,11.5680626,21.445999145507812,,903d185fccf839df
1491593616163,48.1486146,11.5680654,19.631000518798828,,903d185fccf839df
1491593620997,48.1486146,11.5680654,20.447999954223633,,903d185fccf839df
1491593626214,48.1485492,11.5679354,20.549999237060547,,903d185fccf839df
1491593631293,48.1487102,11.5678988,25.06399917602539,,903d185fccf839df
1491593636318,48.1486448,11.5677688,25.916000366210938,,903d185fccf839df
1491593641408,48.1482573,11.5677122,21.20400047302246,,903d185fccf839df
1491593646416,48.1481718,11.56778,20.04400062561035,,903d185fccf839df
1491593651483,48.1481818,11.5676812,27.613000869750977,,903d185fccf839df
1491593654000,48.1483145,11.5671636,48,,903d185fccf839df
1491593655000,48.1483145,11.5671636,48,,903d185fccf839df
1491593656000,48.1483145,11.5671636,48,,903d185fccf839df
1491593657000,48.1483145,11.5671636,48,,903d185fccf839df
1491593658000,48.1483145,11.5671636,32,,903d185fccf839df
1491593659000,48.1483145,11.5671636,32,,903d185fccf839df
1491593660000,48.1483114,11.5671638,32,,903d185fccf839df
1491593661000,48.1483114,11.5671638,32,,903d185fccf839df
1491593662000,48.1483114,11.5671638,48,,903d185fccf839df
1491593663000,48.1483114,11.5671638,48,,903d185fccf839df
1491593664000,48.1483114,11.5671638,32,,903d185fccf839df
1491593665000,48.1483099,11.5671642,32,,903d185fccf839df
1491593666000,48.148307,11.5671645,32,,903d185fccf839df
1491593667000,48.1483041,11.5671647,96,,903d185fccf839df
1491593668000,48.1483013,11.567165,48,,903d185fccf839df
1491593669000,48.1483013,11.567165,48,,903d185fccf839df
1491593670000,48.1483012,11.567165,48,,903d185fccf839df
1491593671000,48.1483012,11.567165,96,,903d185fccf839df
1491593672000,48.1483012,11.567165,48,,903d185fccf839df
1491593673000,48.1483012,11.567165,48,,903d185fccf839df
1491593682142,48.1485916,11.5680651,98.4000015258789,,903d185fccf839df
1491593687210,48.148753,11.5678649,24.08099937438965,,903d185fccf839df
1491593692204,48.1487303,11.5677011,19.599000930786133,,903d185fccf839df
1491593697208,48.1486448,11.5677688,23.325000762939453,,903d185fccf839df
