UUID,iqrAccX,iqrAccY,iqrAccZ,iqrAccXYZ,meanAccX,meanAccY,meanAccZ,meanAccXYZ, covarianceAccXY, covarianceAccXZ, covarianceAccYZ,pressureDerivative, pressureIQR, iqrGyroX, iqrGyroY, iqrGyroZ, iqrGyroMagnitude, meanGyroX, meanGyroY, meanGyroZ, meanGyroMagnitude, covarianceGyroXY, covarianceGyroXZ, covarianceGyroYZ, class, timestamp 
903d185fccf839df,-1.3278833159531407,-0.8810001360758052,-0.7219960713306481,-0.8247143356245779,-1.9773807381150734,-1.7057402204730063,1.923832656681705,-0.8107282384610194,-0.2787965945100115,-0.6830153216618116,0.060468222735253235,-1.4501921248477267,2.0156598150623886,-0.8650676531209834,-1.297075001330008,-1.033387553755177,-1.1297122557946284,-0.9546833869181268,-1.2726161860422291,-1.1487871779329633,-1.1607120461374871,-0.46682475522569405,-0.6579451236113409,-0.5273407601671375,undefined,1491593581178
903d185fccf839df,-1.0007838540860068,-0.726908523700987,0.13485308389308415,0.140974924621952,-1.6667839366675454,-1.8180077295007562,1.922205209182107,-0.8951903674958119,-0.3860555798067521,-0.38162236960695906,0.05451594914274184,-0.7440102087894299,0.6274092023172906,-0.7484125865556335,-1.1918117151665593,-0.7060490793044,-1.0084334519886016,-0.7788361143547462,-1.188689776623326,-0.7967365170312937,-0.9839907057575494,-0.454397194029403,-0.568003144517914,-0.49737345213737594,undefined,1491593582570
903d185fccf839df,-0.764468366768234,-0.6250612900009608,0.4410985275632072,0.37959629801904426,-1.450939274149959,-1.8683699900474449,1.9715642764114918,-0.57444104181348,-0.44012839646657725,-0.3276192765031876,-0.03571808618619997,-0.5022520103904095,-0.5737104500891266,-0.7095275751594956,-1.1497064080634136,-0.7424199957858449,-0.9461955166699207,-0.7119777528994938,-1.1145388434433023,-0.7253220291191883,-0.9158022058111541,-0.4409600888866877,-0.5697988796712404,-0.4878856723868962,undefined,1491593584069
903d185fccf839df,-0.6598242247313058,-0.571055895559797,0.599325462958963,0.5015752904760611,-1.3230606912512717,-1.9326360715874507,1.9650639150299825,-0.6554242003048715,-0.37733571255203974,-0.5165310527068816,-0.018032795916322432,-0.15680624542945437,-0.9871393159536542,-0.7298959446807084,-1.1097063537996277,-0.5565241093610235,-0.9424196619071765,-0.6881950990462364,-1.0971492878645688,-0.5448312787468668,-0.8700854475692845,-0.4561893065415766,-0.5313162604414405,-0.4881027425569348,undefined,1491593585576
903d185fccf839df,-0.7221948749091293,-0.7571398253322308,0.528506135810942,0.48668867539922894,-1.2563990897012058,-2.0052035198927842,1.9776317651619,-0.6337841227228918,-0.3139669458197135,-0.648187229240374,0.010197589716538395,-0.14342885153063592,-0.1820409982174688,-0.7021209365406099,-1.0823378901943388,-0.5565241093610235,-0.9485603204961567,-0.6982309938909558,-1.0859477435089098,-0.5711895688230954,-0.8734224589020453,-0.45673192598207984,-0.5449371889867609,-0.487836106276821,undefined,1491593587135
903d185fccf839df,-0.6251738750232071,-0.7565527664921209,0.3198764733729927,0.35748632258669505,-1.2391088337217335,-1.9855074728690554,1.986315389816642,-0.546290234644555,-0.27560067238688246,-0.6105636085173021,-0.0031762736675816135,-0.2541393766224254,0.5142602495543672,-0.6891592380152192,-1.0254957322311025,-0.5545035350802093,-0.9451136367418596,-0.7099950700439325,-1.0553660824838629,-0.5595791396130567,-0.8691810826305564,-0.4594096458117743,-0.5568773453946595,-0.479745444427028,undefined,1491593588586
903d185fccf839df,-0.6889305557519512,-0.7160487023937528,0.4379083464370953,0.3963650965591994,-1.299825302685643,-1.9653642119100612,1.9790702681802748,-0.5859929048400585,-0.27010313328635316,-0.5928994020597524,-0.040145491554704094,-0.2504532958091144,0.0660163213012478,-0.6576808846641288,-0.9770746040308899,-0.5181325479369606,-0.9854457745661124,-0.6749675589075509,-1.0181290543681296,-0.4707147115618034,-0.8266575985660807,-0.4620102841325374,-0.5718206363926023,-0.483910668433466,undefined,1491593590086
903d185fccf839df,-0.551715066701543,-0.6596952479601035,0.5374385413092756,0.49248162405461554,-1.1941500532209142,-1.9180759970748882,1.983367374372525,-0.4943619494421909,-0.25105587102519167,-0.3622135949127064,-0.04090883761627952,-0.07847377414040434,-0.5301916221033868,-0.6410158668292951,-0.9897062204572051,-0.47367922127337314,-0.9655961048128051,-0.64090898841957,-1.0130423731666385,-0.40473237443994287,-0.7969182615507994,-0.4446813055007948,-0.530838618437832,-0.4690144341922235,undefined,1491593591591
903d185fccf839df,-0.6099277287428339,-0.6520640383705293,0.70013091704335,0.7637859654957874,-1.2468333905591966,-1.9331811131702965,1.97525178726593,-0.5818025335647928,-0.2383222493017478,-0.15875648409813414,-0.002666711785732792,-0.02616822157622551,-0.8565828319964349,-0.6336092023088603,-1.009706251270215,-0.3463808651985276,-0.9423753379081987,-0.650611057978308,-0.9971736071260007,-0.43354286343326687,-0.8028653318560635,-0.44676070773319204,-0.5427385543662335,-0.46384256738363544,undefined,1491593593059
903d185fccf839df,-0.48102828497631045,-0.694916177075379,0.906846928252141,0.9947934966683589,-1.1927614831944797,-1.9171326550833823,1.940012386284856,-0.7823659427004667,-0.20761861095938178,-0.09626424726678388,0.09284647723500397,0.0947089136604705,-0.8304715352049912,-0.5910208651278924,-1.0181272994388233,-0.27970078334280146,-0.9081485325706802,-0.6105678551283051,-1.0022672854564556,-0.36435764796232767,-0.7726470780856004,-0.4066685282890152,-0.4943025619105386,-0.4446429617796024,undefined,1491593594566
