1496077705933,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077706079,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077706098,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077706436,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077706452,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077706731,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077706752,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077707012,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077707055,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
1496077707268,62:02:b4:09:45:bd,-84;,4c:09:d4:0c:fd:5b,-77;,4c:09:d4:0c:fd:5c,-77;,9e:c7:a6:83:ce:8b,-79;,24:65:11:b0:ea:7b,-80;,2a:65:11:b0:ea:7b,-82;,80:2a:a8:4a:b7:89,-84;,9c:c7:a6:83:ce:8b,-84;,a4:2b:b0:ab:e6:e3,-85;,08:96:d7:e3:4a:62,-87;,e2:28:6d:34:09:c0,-89;,d4:21:22:cd:39:93,-90;,00:16:b6:b7:3d:43,-81;,,903d185fccf839df
