UUID,iqrAccX,iqrAccY,iqrAccZ,iqrAccXYZ,meanAccX,meanAccY,meanAccZ,meanAccXYZ, covarianceAccXY, covarianceAccXZ, covarianceAccYZ,pressureDerivative, pressureIQR, iqrGyroX, iqrGyroY, iqrGyroZ, iqrGyroMagnitude, meanGyroX, meanGyroY, meanGyroZ, meanGyroMagnitude, covarianceGyroXY, covarianceGyroXZ, covarianceGyroYZ, class, timestamp 
903d185fccf839df,-1.1802727530451718,-0.9112314084790567,-0.7535779241724435,-0.8039955620532527,-1.8088181638838836,-1.7048056164330048,1.9518583608654914,-0.6137463737931005,-0.29149623068026004,-0.6588233443112502,0.08129012284473909,-1.3032108319934317,1.4738504066399287,-0.8409959966672642,-1.1254958421227488,-0.8676976998518922,-1.0580497028242568,-0.8991819748344716,-1.1221589110420656,-0.9181123398479949,-1.0465424515076758,-0.43262668117098424,-0.6749859072788793,-0.45382207301924055,undefined,1488206073156
903d185fccf839df,-0.960589429619164,-0.7952958294381133,-0.6983897983726074,-0.7555323835595781,-1.4728039606569923,-1.7693747574396084,1.9489295365002273,-0.5993958233887614,-0.41025524595796503,-0.4900769749141255,0.04258532612069482,-0.6637007972702988,1.4999617034313726,-0.8085918118699662,-0.9991799060888441,-0.6838224018402455,-0.9043631503909315,-0.8865792924701568,-0.9939596356442896,-0.6283552884270842,-0.9431448550906779,-0.4093376207402316,-0.6401783575071536,-0.44812483133420894,undefined,1488206074584
903d185fccf839df,-0.8476292164192938,-0.7856100235131257,-0.6278894130961127,-0.6766483480078297,-1.4507075962247267,-1.8268209576311965,1.9560929396247988,-0.6384523458227577,-0.3796303290294584,-0.5464900167375648,0.04720522202551278,-0.28532793218531427,0.26837887143493766,-0.9132110243069075,-0.9854956853295502,-0.6615957173099106,-1.0212941059835488,-0.9334192823498608,-0.9921117181497459,-0.6560172243606759,-0.9714693055053144,-0.42842569321836615,-0.6401304809115625,-0.4562520465844017,undefined,1488206076074
903d185fccf839df,-0.8829726072819101,-0.9285483509236376,-0.5950317927682119,-0.6662696539498638,-1.4447507746618484,-1.876988216663001,1.9760223317272794,-0.5771391331768817,-0.3309726061197447,-0.5756955739497955,0.04925354762046995,-0.21370357560495662,0.1835171568627451,-0.9539477244970095,-1.0823379049188062,-0.710090298527832,-1.0904910614397834,-0.982181370084132,-1.066876835650383,-0.7499303213237477,-1.037467395789448,-0.4241377744856238,-0.6391124228887783,-0.45429864890961036,undefined,1488206077588
903d185fccf839df,-1.0451363184474969,-0.977270624995705,-0.72008242010149,-0.7559033364259418,-1.6237527596801757,-1.9134943821430233,1.9832595529542765,-0.6293817798126314,-0.2966940954682646,-0.6679927358103257,0.0729303524456301,-0.04272989553912376,0.0007380793226381577,-0.9585768946788217,-1.0939168691576233,-0.7606054681589283,-1.1011629828998695,-1.0120650121688244,-1.0860733691591105,-0.7736314754875145,-1.0634540361608145,-0.42600968393255845,-0.6405717428582332,-0.45990349093794913,undefined,1488206079080
903d185fccf839df,-0.9384131737159499,-1.0042733733652736,-0.8228020336889339,-0.890136836779923,-1.568065996966181,-1.926950397787301,1.9916828223522693,-0.5817680317594904,-0.30442794342868446,-0.6900412369478522,0.08024548675032096,-0.07992823577418491,0.4663895387700535,-0.9724643987488709,-1.0823378975565725,-0.7606055246883713,-1.1372711605299732,-1.0318416003736894,-1.086159047127651,-0.8039370694578161,-1.077455839364685,-0.435330783459806,-0.6440318880310968,-0.4696646900202117,undefined,1488206080607
903d185fccf839df,-1.071470605619006,-1.0036863583671523,-0.9216938365441626,-0.972571075219443,-1.5235289283775046,-1.9804343887974614,1.9898366971782244,-0.6323178253300934,-0.29453616583861136,-0.6936253098229639,0.08332583819692921,-0.21687224817822337,-0.7260263480392157,-1.0465311022317039,-1.128653739787373,-0.8333473929821632,-1.1530940529966653,-1.078743381270601,-1.1400344911961524,-0.9571823988758172,-1.1476953330343802,-0.43714511370413106,-0.6546490190716392,-0.48281092549250554,undefined,1488206082083
903d185fccf839df,-1.0894888130012204,-0.9784446549919479,-0.8980875635861219,-0.9284828418824967,-1.3618480561076816,-2.0094776733220767,2.005786475611912,-0.5266584634527941,-0.28049315703786915,-0.7026696809850443,0.08080011169863287,0.08637491187765634,-0.6999150512477719,-1.0696769579973051,-1.2202328015104111,-0.9081098638214906,-1.1915280378501876,-1.1066589971057414,-1.1937979861927541,-1.0365151895593017,-1.1928475817876714,-0.4643240421995928,-0.6679369397131969,-0.5041499683106809,undefined,1488206083598
903d185fccf839df,-1.006327911592046,-0.912698931360364,-0.7666570822745188,-0.8211235996256886,-1.3279772540975716,-2.0105817327412416,1.9926453388001384,-0.596972925064516,-0.2786901724833298,-0.7034317779892163,0.08465522577407604,-0.03390677590126467,-0.7738970588235294,-1.0372727618680795,-1.1791801189863869,-0.8879037818366914,-1.1597780906123836,-1.0773944646881033,-1.1688193707696617,-0.998650412381893,-1.1629812081851019,-0.4622416682330854,-0.6519111595147782,-0.4898822005911765,undefined,1488206085079
903d185fccf839df,-0.7208089306217329,-0.7776853648804756,-0.1477863409559476,-0.20503102909098073,-1.1948597650062271,-1.9766027908698478,1.992313983563719,-0.5402159886987167,-0.2351211251364156,-0.7342436941922923,0.09245732075362248,-0.1183685372202085,-0.41704266934046347,-0.9770935689306831,-1.0718115634185523,-0.8737595428194009,-1.069794393349625,-1.02206986855077,-1.1287906156402014,-0.964619847299409,-1.1168805876104588,-0.45687151035795576,-0.6252815127044024,-0.4747389084514698,undefined,1488206086594
903d185fccf839df,-0.5697333085891673,-0.7407033761568396,0.4474786356784817,0.4687063239584124,-1.1625318206526951,-1.9267174736281292,1.9637253581610092,-0.6752195484462093,-0.2341319911800136,-0.6336047547065432,0.09694645021540789,-0.06054780628568842,-0.19509664661319073,-0.9270985348523441,-1.1097063501185107,-0.7606054893574694,-1.0289375940370997,-0.9933942992971696,-1.1323030148899222,-0.9355013869470188,-1.100017460411873,-0.449162984098562,-0.6053287761198846,-0.47892293560359045,undefined,1488206088081
903d185fccf839df,-0.5808214839857128,-0.7612488718630959,0.7377741902658428,0.8466239894744149,-1.2166757308034386,-1.9021975723486644,1.973442490863116,-0.5920027866607792,-0.20971738411674207,-0.5158980785902972,0.11530017599460078,-0.09362466494573658,-0.669451871657754,-0.8567351733428094,-1.0676010356531311,-0.712110908139548,-0.992609580055082,-0.9296405550200313,-1.0921623102358997,-0.8088491728551414,-1.0332655398167883,-0.4559804544446177,-0.6160138616726358,-0.5016604795802754,undefined,1488206089587
903d185fccf839df,-0.5822074972839285,-0.766532065302173,0.9381095850854605,0.9719439184985597,-1.236053982183434,-1.9109159144624968,1.9833489620819533,-0.5345315905948728,-0.23286816768971144,-0.3488149062862577,0.1287654792137576,-0.05580005242283715,-0.6868594028520499,-0.8224793159400154,-1.0612852292805321,-0.7181727228423352,-1.0625152721430484,-0.8817445015948125,-1.0524903928342906,-0.7058797678192655,-0.9770866002329501,-0.46970308023753815,-0.6308824124447934,-0.5257387296178444,undefined,1488206091088
903d185fccf839df,-0.6861585291555197,-0.7635969610835737,1.1033545123395436,1.118142048809481,-1.3081464331481703,-1.9264868789143026,2.035621618428694,-0.2139527916084181,-0.2471722924052432,-0.38234016018872785,0.1524175410297013,-0.16952062172760207,-0.5650066844919787,-0.8354409950392445,-1.0718115781430197,-0.7302963805126312,-1.0537316390964255,-0.859129559290986,-1.057164263197256,-0.6862621473379479,-0.9657231730109345,-0.462367949605341,-0.6297324095250378,-0.5272652570432688,undefined,1488206092570
903d185fccf839df,-0.5752772927712108,-0.8082101593967839,1.2909299450655618,1.4187942745064348,-1.2511739565579119,-1.9496977477814188,1.9734240680973263,-0.6440770393177039,-0.2572438120763589,-0.33364600220594576,0.13910279098101644,-0.08614601908773609,-0.33000501336898397,-0.8021109755580453,-1.0349694178627413,-0.7888939956567719,-1.0623444143368435,-0.8644112347276441,-1.042156103414121,-0.7255589798745495,-0.9680346374392997,-0.4406007655785926,-0.6341406070168133,-0.5413720215504857,undefined,1488206094084
903d185fccf839df,-0.3659890777081738,-0.7870775902364215,1.8058047970366848,1.8490945097694098,-0.9956360989821073,-1.944140183314761,1.9636701160516847,-0.63202628468829,-0.2429525316079349,-0.300262613965799,0.16194888520850392,-0.12768067267677186,-0.669451871657754,-0.7826684342453465,-1.0381273081651317,-0.7767703803835582,-1.0773780426016486,-0.8367489370659227,-1.0397701902995848,-0.7069730554400677,-0.949567036492737,-0.44964799876022393,-0.6290672259620783,-0.5398175653217911,undefined,1488206095569
903d185fccf839df,-0.23570375866507362,-0.694916177075379,1.6488543915378826,1.7130079978072537,-0.7799553169362395,-1.9310265662672421,1.904444260394586,-0.9464040484977956,-0.25657497020216247,-0.3734678764498524,0.21219407353494324,0.05031688919898562,-0.8348234180035651,-0.7317476075731235,-1.0286536078090252,-0.6656369012024407,-1.0471197602836886,-0.8012021247307048,-1.0306043692194966,-0.6363557845830108,-0.9177891867449828,-0.4451630675606883,-0.6071819555906179,-0.5365302588309364,undefined,1488206097082
903d185fccf839df,-0.1996673784060543,-0.6144949908067835,1.4676590669271388,1.5045068109793587,-0.8056798480361805,-1.9366120838334042,1.964345988635864,-0.5410925166593276,-0.28829595120225543,-0.5101970979902942,0.1367228080336305,0.1368975801599672,-0.42574643493761144,-0.7354509268825663,-1.0254957175066348,-0.6151217245051641,-1.0154018534608698,-0.7755916998736885,-1.019101611918025,-0.596381420164064,-0.8949797845304438,-0.4491173031299387,-0.5953643073976609,-0.5437551754295543,undefined,1488206098583
903d185fccf839df,-0.44637795252091667,-0.4149096722355692,1.0153087662118068,0.9870649274823657,-1.0186452070001364,-1.8178185531628432,1.923594524832597,-0.7018606001879147,-0.36620252205669473,-0.5261999969514721,0.07392642752412726,0.1252608536056229,-0.35611631016042783,-0.7585967583654654,-1.0454957483196445,-0.6272453821754601,-1.0660923804993527,-0.7669788962731156,-1.0353132223583794,-0.5615501360799208,-0.8919622044026054,-0.4503254507325798,-0.6048686714103807,-0.5548709304452195,undefined,1488206100081
903d185fccf839df,-0.4228157264512489,-0.41080065493269646,0.9279014121010214,0.8566629133286738,-1.0967239309245536,-1.7801733896966807,1.9673387144051893,-0.39634850904953395,-0.3069178390984037,-0.43806432867104217,0.03236515913181954,0.006460286859672107,-0.8348234180035651,-0.7382284212211889,-1.0665484018712175,-0.5464210542362631,-1.0148631246410518,-0.7154477328504104,-1.0398051751430692,-0.4852200420430654,-0.8578158464986949,-0.449492820770912,-0.5924437787745064,-0.5545119564859715,undefined,1488206101623
903d185fccf839df,-0.25233591824366264,-0.5399440129753864,0.978942277023217,0.8566629133286738,-0.912733380035838,-1.7275186065016834,1.929224933524502,-0.5544978251302125,-0.3546184672572488,-0.31617077384145503,0.07625041112169828,-0.10178605562076241,-0.39528325534759357,-0.7067500743454858,-1.048653638622035,-0.45347311102385235,-0.9801612493208052,-0.6892356789087818,-0.999545524887655,-0.3929217605092048,-0.8144511862027828,-0.46502609378279824,-0.5788620903471738,-0.5555966695879858,undefined,1488206103070
903d185fccf839df,-0.2176855512828591,-0.5827961662942324,1.083576050113718,1.090632138423045,-0.7900147258671397,-1.8776800006504524,2.0208894458075664,-0.1251295026336818,-0.2439467843661605,-0.5105237150488138,0.09290440259682253,-0.08069224044628402,-0.5084322081105169,-0.713230907419713,-1.0507588988236287,-0.5262149722514639,-0.9508986019531732,-0.7159860332567721,-1.0139309680256352,-0.42615160580921574,-0.83580681173438,-0.4531097139070297,-0.5836612131415844,-0.55227519406014,undefined,1488206104581
903d185fccf839df,-0.44637798702632636,-0.6015806754621091,1.0063766148504225,1.090632138423045,-0.9741081349665628,-1.883752326481851,2.013047361403756,-0.23368222521416238,-0.24688982743914437,-0.42147025122935045,0.05838939344837148,-0.09141219755593112,-0.7956564728163993,-0.6845300548826324,-1.009706251270215,-0.5302562056072566,-0.9682776471005655,-0.6985641068612666,-0.9863285492578359,-0.45100469706915525,-0.823086412339078,-0.4405177602382917,-0.6089244075691264,-0.5682564387930235,undefined,1488206106052
903d185fccf839df,-0.6515081276893064,-0.5405310572015001,1.2354228773941993,1.2602673699769091,-1.0589754210249132,-1.914062718635062,1.9991356937484166,-0.3713460976039183,-0.2704124770560029,-0.35829435528143017,0.1200615237070507,0.08353903676330587,-0.8739903631907309,-0.6502742136683067,-1.0160220392372297,-0.6090599168685572,-0.9377448497515163,-0.7272713409661343,-1.00311389941349,-0.5410702059788016,-0.8558354787808732,-0.4380676282137527,-0.6408499476844828,-0.5640120930982719,undefined,1488206107574
903d185fccf839df,-0.558645236708851,-0.6045157796807084,1.3330384044894237,1.3124590037829065,-1.0318726055375613,-1.8975693759304741,1.957014090294089,-0.6348063468069658,-0.24018559579417165,-0.21733011465430838,0.1341278676780363,0.18630040257851951,-0.12546652183600712,-0.6326833643872656,-1.0307588900973204,-0.5747095605355655,-0.9531494148504306,-0.7376383687804985,-1.0213615816782653,-0.5904992163056375,-0.8758446166325808,-0.44095665415633883,-0.6452531784741512,-0.5523367018317072,undefined,1488206109072
903d185fccf839df,-0.4602381545138936,-0.6197781696318644,1.0318970473115203,1.0938656207888564,-0.9738201301641091,-1.9234472229975819,1.9780499002462932,-0.5196973794271986,-0.21397876475053532,-0.2458632717864509,0.13512269902651078,0.2577205467739679,0.8928740530303031,-0.6743458895481879,-1.0265483623318992,-0.5868332182058615,-0.9638159611624083,-0.7355548299784366,-1.024041359889243,-0.5710509800839223,-0.8734421332982344,-0.43601655331871575,-0.6528587480960909,-0.5444157446640344,undefined,1488206110564
903d185fccf839df,-0.39786752158877503,-0.7905996802251499,0.8596338740621606,0.8629707023075467,-0.9454933196759467,-1.9744924997244022,1.9838880576504563,-0.5051568060078423,-0.19449160286188136,-0.4482265607080661,0.07604443602797907,0.09483378853627508,-0.2168560606060606,-0.676197578342152,-1.0654957644081868,-0.6474514641602593,-0.9801977755578385,-0.7465551528249398,-1.0511540014613634,-0.4958295740115011,-0.873965099420354,-0.44549194980956763,-0.6458356720254635,-0.5382448100593639,undefined,1488206112063
903d185fccf839df,-0.3327248275618152,-0.828168669332911,0.5176595708095513,0.5933004586094363,-0.9667024317825226,-2.008993191393518,1.9662894013489978,-0.6526717977845162,-0.19184653424589404,-0.5387484744441969,0.10554478743334736,-0.1716355885088081,0.2705548128342246,-0.6937884276231931,-1.0623378667435626,-0.645430847482363,-0.9936947437801312,-0.7527867694810068,-1.065007687162345,-0.506007945562984,-0.8849999967980726,-0.436058672489568,-0.6247613787120381,-0.5453126027019519,undefined,1488206113574
903d185fccf839df,-0.015327402710900852,-0.8463661927306587,0.4206819274573796,0.4869105952049208,-0.8285140921167095,-2.0177092039315343,2.0098863344978883,-0.3327749064943556,-0.20972189972701827,-0.720085590468052,0.1643759252101682,-0.189046989087359,0.7144468582887701,-0.7002692606974203,-1.0897063229866177,-0.3019275526673009,-0.881817549411189,-0.7380310099486236,-1.0632654813519253,-0.09319102353206107,-0.7927140841814616,-0.4574584185699856,-0.48529279567103667,-0.5646235282458238,undefined,1488206115066
