timestamp, lastAccessTime, proximity, UUID 
1488206070028,1488206070218,far,,903d185fccf839df
1488206070028,1488206071645,far,,903d185fccf839df
1488206070028,1488206071915,far,,903d185fccf839df
1488206070028,1488206071950,far,,903d185fccf839df
1488206070028,1488206071964,far,,903d185fccf839df
1488206070028,1488206071987,far,,903d185fccf839df
1488206070028,1488206072014,far,,903d185fccf839df
1488206070028,1488206072039,far,,903d185fccf839df
1488206070028,1488206072087,far,,903d185fccf839df
1488206070028,1488206072138,far,,903d185fccf839df
1488206070028,1488206072162,far,,903d185fccf839df
1488206070028,1488206072175,far,,903d185fccf839df
1488206070028,1488206072193,far,,903d185fccf839df
1488206070028,1488206072209,far,,903d185fccf839df
1488206070028,1488206072225,far,,903d185fccf839df
1488206070028,1488206072246,far,,903d185fccf839df
1488206070028,1488206072268,far,,903d185fccf839df
1488206070028,1488206072282,far,,903d185fccf839df
1488206070028,1488206072297,far,,903d185fccf839df
1488206070028,1488206072315,far,,903d185fccf839df
1488206070028,1488206072337,far,,903d185fccf839df
1488206070028,1488206072355,far,,903d185fccf839df
1488206070028,1488206072371,far,,903d185fccf839df
1488206070028,1488206072399,far,,903d185fccf839df
1488206070028,1488206072411,far,,903d185fccf839df
1488206070028,1488206072433,far,,903d185fccf839df
1488206070028,1488206072467,far,,903d185fccf839df
1488206070028,1488206072490,far,,903d185fccf839df
1488206070028,1488206072513,far,,903d185fccf839df
1488206070028,1488206072537,far,,903d185fccf839df
1488206070028,1488206072578,far,,903d185fccf839df
1488206070028,1488206072594,far,,903d185fccf839df
1488206070028,1488206072613,far,,903d185fccf839df
1488206070028,1488206072640,far,,903d185fccf839df
1488206070028,1488206072679,far,,903d185fccf839df
1488206070028,1488206072722,far,,903d185fccf839df
1488206070028,1488206072744,far,,903d185fccf839df
1488206070028,1488206072790,far,,903d185fccf839df
1488206070028,1488206072812,far,,903d185fccf839df
1488206070028,1488206072835,far,,903d185fccf839df
1488206070028,1488206072863,far,,903d185fccf839df
1488206070028,1488206072892,far,,903d185fccf839df
1488206070028,1488206072917,far,,903d185fccf839df
1488206070028,1488206072944,far,,903d185fccf839df
1488206070028,1488206072964,far,,903d185fccf839df
1488206070028,1488206072978,far,,903d185fccf839df
1488206070028,1488206073001,far,,903d185fccf839df
1488206070028,1488206073023,far,,903d185fccf839df
1488206070028,1488206073036,far,,903d185fccf839df
1488206070028,1488206073228,far,,903d185fccf839df
1488206070028,1488206073267,far,,903d185fccf839df
1488206070028,1488206073296,far,,903d185fccf839df
1488206070028,1488206073319,far,,903d185fccf839df
1488206070028,1488206073352,far,,903d185fccf839df
1488206070028,1488206073406,far,,903d185fccf839df
1488206070028,1488206073438,far,,903d185fccf839df
1488206070028,1488206073473,far,,903d185fccf839df
1488206070028,1488206073497,far,,903d185fccf839df
1488206070028,1488206073516,far,,903d185fccf839df
1488206070028,1488206073537,far,,903d185fccf839df
1488206070028,1488206073561,far,,903d185fccf839df
1488206070028,1488206073577,far,,903d185fccf839df
1488206070028,1488206073614,far,,903d185fccf839df
1488206070028,1488206073634,far,,903d185fccf839df
1488206070028,1488206073670,far,,903d185fccf839df
1488206070028,1488206073695,far,,903d185fccf839df
1488206070028,1488206073716,far,,903d185fccf839df
1488206070028,1488206073740,far,,903d185fccf839df
1488206070028,1488206073779,far,,903d185fccf839df
1488206070028,1488206073803,far,,903d185fccf839df
1488206070028,1488206073824,far,,903d185fccf839df
1488206070028,1488206073849,far,,903d185fccf839df
1488206070028,1488206073880,far,,903d185fccf839df
1488206070028,1488206073906,far,,903d185fccf839df
1488206070028,1488206073932,far,,903d185fccf839df
1488206070028,1488206073963,far,,903d185fccf839df
1488206070028,1488206073979,far,,903d185fccf839df
1488206070028,1488206073997,far,,903d185fccf839df
1488206070028,1488206074017,far,,903d185fccf839df
1488206070028,1488206074039,far,,903d185fccf839df
1488206070028,1488206074071,far,,903d185fccf839df
1488206070028,1488206074087,far,,903d185fccf839df
1488206070028,1488206074107,far,,903d185fccf839df
1488206070028,1488206074129,far,,903d185fccf839df
1488206070028,1488206074155,far,,903d185fccf839df
1488206070028,1488206074176,far,,903d185fccf839df
1488206070028,1488206074199,far,,903d185fccf839df
1488206070028,1488206074215,far,,903d185fccf839df
1488206070028,1488206074249,far,,903d185fccf839df
1488206070028,1488206074274,far,,903d185fccf839df
1488206070028,1488206074288,far,,903d185fccf839df
1488206070028,1488206074309,far,,903d185fccf839df
1488206070028,1488206074339,far,,903d185fccf839df
1488206070028,1488206074375,far,,903d185fccf839df
1488206070028,1488206074398,far,,903d185fccf839df
1488206070028,1488206074413,far,,903d185fccf839df
1488206070028,1488206074435,far,,903d185fccf839df
1488206070028,1488206074457,far,,903d185fccf839df
1488206070028,1488206074475,far,,903d185fccf839df
1488206070028,1488206074506,far,,903d185fccf839df
1488206070028,1488206074529,far,,903d185fccf839df
1488206070028,1488206074596,far,,903d185fccf839df
1488206070028,1488206074616,far,,903d185fccf839df
1488206070028,1488206074638,far,,903d185fccf839df
1488206070028,1488206074658,far,,903d185fccf839df
1488206070028,1488206074678,far,,903d185fccf839df
1488206070028,1488206074695,far,,903d185fccf839df
1488206070028,1488206074711,far,,903d185fccf839df
1488206070028,1488206074731,far,,903d185fccf839df
1488206070028,1488206074761,far,,903d185fccf839df
1488206070028,1488206074780,far,,903d185fccf839df
1488206070028,1488206074811,far,,903d185fccf839df
1488206070028,1488206074830,far,,903d185fccf839df
1488206070028,1488206074857,far,,903d185fccf839df
1488206070028,1488206074879,far,,903d185fccf839df
1488206070028,1488206074898,far,,903d185fccf839df
1488206070028,1488206074919,far,,903d185fccf839df
1488206070028,1488206074939,far,,903d185fccf839df
1488206070028,1488206074965,far,,903d185fccf839df
1488206070028,1488206074987,far,,903d185fccf839df
1488206070028,1488206075012,far,,903d185fccf839df
1488206070028,1488206075032,far,,903d185fccf839df
1488206070028,1488206075058,far,,903d185fccf839df
1488206070028,1488206075090,far,,903d185fccf839df
1488206070028,1488206075118,far,,903d185fccf839df
1488206070028,1488206075142,far,,903d185fccf839df
1488206070028,1488206075187,far,,903d185fccf839df
1488206070028,1488206075214,far,,903d185fccf839df
1488206070028,1488206075235,far,,903d185fccf839df
1488206070028,1488206075264,far,,903d185fccf839df
1488206070028,1488206075281,far,,903d185fccf839df
1488206070028,1488206075303,far,,903d185fccf839df
1488206070028,1488206075338,far,,903d185fccf839df
1488206070028,1488206075370,far,,903d185fccf839df
1488206070028,1488206075398,far,,903d185fccf839df
1488206070028,1488206075418,far,,903d185fccf839df
1488206070028,1488206075450,far,,903d185fccf839df
1488206070028,1488206075478,far,,903d185fccf839df
1488206070028,1488206075498,far,,903d185fccf839df
