1488206071669,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206071945,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206072125,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206072384,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206072696,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206072986,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206073292,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206073590,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206073890,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
1488206074191,84:d4:7e:69:d7:91,-76;,d8:50:e6:aa:36:82,-77;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:00,-89;,9c:1c:12:f3:52:02,-88;,9c:1c:12:f3:38:20,-80;,9c:1c:12:f3:38:23,-80;,9c:1c:12:f3:38:21,-81;,9c:1c:12:f3:38:22,-80;,98:de:d0:31:71:da,-85;,84:d4:7e:6a:38:20,-74;,56:e5:43:db:19:50,-85;,10:fe:ed:dd:3c:76,-90;,,903d185fccf839df
