timestamp, gyroscopeX, gyroscopeY, gyroscopeZ, UUID 
1493658832039,-0.1299622654914856,-0.32170987129211426,-0.07776430249214172,,903d185fccf839df
1493658832097,-0.09693906456232071,-0.11930961906909943,-0.1853560209274292,,903d185fccf839df
1493658832158,0.06072007492184639,-0.46552056074142456,-0.28122982382774353,,903d185fccf839df
1493658832199,-0.1853560209274292,-0.15659387409687042,-0.23968450725078583,,903d185fccf839df
1493658832339,0.003195793367922306,-0.22583606839179993,-0.04367584362626076,,903d185fccf839df
1493658832448,0.1896170675754547,-0.019174760207533836,-0.19174760580062866,,903d185fccf839df
1493658832515,0.049002163112163544,0.1949433982372284,-0.10439591854810715,,903d185fccf839df
1493658832578,0.1768338978290558,0.09800432622432709,-0.21944448351860046,,903d185fccf839df
1493658832677,0.36964675784111023,-0.17363810539245605,-0.18216022849082947,,903d185fccf839df
1493658832818,0.07563377916812897,0.09906959533691406,0.07563377916812897,,903d185fccf839df
1493658832868,-0.07669904083013535,0.14168016612529755,0.05752427875995636,,903d185fccf839df
1493658832894,0.05006742849946022,-0.061785340309143066,0.055393751710653305,,903d185fccf839df
1493658832938,0.027696875855326653,0.022370554506778717,-0.06072007492184639,,903d185fccf839df
1493658832976,0.32170987129211426,0.13741911947727203,0.0511326938867569,,903d185fccf839df
1493658833026,0.46978163719177246,-0.14594122767448425,0.24394555389881134,,903d185fccf839df
1493658833070,0.1161138266324997,-0.16831178963184357,0.13209278881549835,,903d185fccf839df
1493658833127,-0.04687163606286049,0.06817692518234253,0.041545312851667404,,903d185fccf839df
1493658833178,0.08522115647792816,-0.12357068061828613,0.0884169489145279,,903d185fccf839df
1493658833234,0.07563377916812897,-0.07243798673152924,0.06285060197114944,,903d185fccf839df
1493658833288,0.04048004746437073,0.027696875855326653,0.026631612330675125,,903d185fccf839df
1493658833345,0.02130528911948204,-0.09374327212572098,-0.12357068061828613,,903d185fccf839df
1493658833388,0.02556634694337845,-0.10333064943552017,-0.2322276532649994,,903d185fccf839df
1493658833460,0.0884169489145279,0.00532632227987051,-0.28975194692611694,,903d185fccf839df
1493658833488,0.07243798673152924,-0.04580637067556381,-0.3344930410385132,,903d185fccf839df
1493658833548,-0.07563377916812897,0.12783172726631165,-0.3557983338832855,,903d185fccf839df
1493658833589,-0.00532632227987051,0.011717909015715122,-0.17257283627986908,,903d185fccf839df
1493658833674,0.1810949593782425,-0.10546118021011353,-0.07776430249214172,,903d185fccf839df
1493658833774,-0.04048004746437073,-0.05645901709794998,-0.16937704384326935,,903d185fccf839df
1493658833826,0.014913702383637428,-0.052197959274053574,-0.09054747968912125,,903d185fccf839df
1493658833879,-0.04261057823896408,-0.06924218684434891,-0.08522115647792816,,903d185fccf839df
1493658833958,0.008522115647792816,0.019174760207533836,-0.08415589481592178,,903d185fccf839df
1493658834049,-0.030892670154571533,0.026631612330675125,-0.007456851191818714,,903d185fccf839df
1493658834078,-0.16085493564605713,-0.08415589481592178,-0.05326322466135025,,903d185fccf839df
1493658834158,-0.09054747968912125,0.04048004746437073,-0.09054747968912125,,903d185fccf839df
1493658834199,-0.11717908829450607,-0.05965480953454971,-0.1576591432094574,,903d185fccf839df
1493658834246,-0.14487597346305847,0.024501081556081772,-0.1065264493227005,,903d185fccf839df
1493658834281,0.00532632227987051,0.002130528911948204,-0.058589544147253036,,903d185fccf839df
1493658834358,-0.13528858125209808,0.04687163606286049,-0.01810949668288231,,903d185fccf839df
1493658834394,-0.10546118021011353,0.12676647305488586,-0.08096009492874146,,903d185fccf839df
1493658834459,-0.015978965908288956,0.08309062570333481,-0.04580637067556381,,903d185fccf839df
1493658834498,0.01065264455974102,0.07243798673152924,-0.07563377916812897,,903d185fccf839df
1493658834548,0.06391586363315582,0.13848437368869781,0.052197959274053574,,903d185fccf839df
1493658834639,0.03941478580236435,0.21092236042022705,0.15233281254768372,,903d185fccf839df
1493658834706,-0.46125951409339905,0.12676647305488586,0.1533980816602707,,903d185fccf839df
1493658834758,-0.46978163719177246,0.047936901450157166,0.2364887148141861,,903d185fccf839df
1493658834800,0.44315001368522644,0.055393751710653305,0.4676510989665985,,903d185fccf839df
1493658834845,0.33129724860191345,-0.2087918370962143,0.44741106033325195,,903d185fccf839df
1493658834866,-0.17257283627986908,-0.12357068061828613,0.28016453981399536,,903d185fccf839df
1493658834916,-0.22583606839179993,0.052197959274053574,0.17896443605422974,,903d185fccf839df
1493658834947,-0.2695119082927704,0.17363810539245605,0.27696874737739563,,903d185fccf839df
1493658834965,-0.3206445872783661,0.16085493564605713,0.2918824553489685,,903d185fccf839df
1493658834997,-0.33023199439048767,0.017044231295585632,0.2833603322505951,,903d185fccf839df
1493658835046,-0.24927188456058502,-0.001065264455974102,0.3526025414466858,,903d185fccf839df
1493658835094,-0.19281286001205444,0.17363810539245605,0.24501082301139832,,903d185fccf839df
1493658835197,-0.12144014984369278,0.017044231295585632,-0.07350324839353561,,903d185fccf839df
1493658835287,0.46552056074142456,-0.03941478580236435,0.0788295716047287,,903d185fccf839df
1493658835367,-0.761664092540741,0.007456851191818714,-0.3387540876865387,,903d185fccf839df
1493658835418,0.27164244651794434,-0.11824435740709305,0.04687163606286049,,903d185fccf839df
1493658835467,-0.39201730489730835,-0.19600865244865417,-0.019174760207533836,,903d185fccf839df
1493658835518,-0.2183792144060135,0.1395496428012848,-0.0788295716047287,,903d185fccf839df
1493658835557,-0.08415589481592178,0.10439591854810715,-0.20985709130764008,,903d185fccf839df
1493658835588,-0.11504855751991272,0.12250541150569916,-0.16511599719524384,,903d185fccf839df
1493658835654,0.25779399275779724,0.14274543523788452,0.287621408700943,,903d185fccf839df
1493658835687,0.05432848632335663,0.009587380103766918,0.12783172726631165,,903d185fccf839df
1493658835819,0.4953479766845703,0.011717909015715122,0.15233281254768372,,903d185fccf839df
1493658835918,-0.24181503057479858,0.23116238415241241,0.5230448246002197,,903d185fccf839df
1493658835998,0.3941478431224823,-0.4207794666290283,0.8948221206665039,,903d185fccf839df
1493658836038,-0.48895639181137085,-0.40586575865745544,0.8032094240188599,,903d185fccf839df
1493658836077,-0.3536677956581116,-0.15659387409687042,0.6625944972038269,,903d185fccf839df
1493658836145,0.7648598551750183,0.24714136123657227,0.5677859783172607,,903d185fccf839df
1493658836167,0.7659251689910889,0.08202536404132843,0.537958562374115,,903d185fccf839df
1493658836213,0.6700513362884521,0.06924218684434891,0.3611246645450592,,903d185fccf839df
1493658836249,0.72437983751297,-0.14168016612529755,0.14061491191387177,,903d185fccf839df
1493658836287,0.9289106130599976,-0.02876213937997818,0.037284255027770996,,903d185fccf839df
1493658836327,0.5443501472473145,0.14274543523788452,0.009587380103766918,,903d185fccf839df
1493658836358,0.5816344022750854,0.03195793181657791,-0.011717909015715122,,903d185fccf839df
1493658836394,0.3760383427143097,0.044741109013557434,-0.002130528911948204,,903d185fccf839df
1493658836465,-0.014913702383637428,-0.23116238415241241,-0.18216022849082947,,903d185fccf839df
1493658836487,-0.3834952116012573,-0.09800432622432709,-0.25672873854637146,,903d185fccf839df
1493658836539,0.32277512550354004,0.06072007492184639,-0.05006742849946022,,903d185fccf839df
1493658836565,0.45593318343162537,-0.047936901450157166,-0.07456851005554199,,903d185fccf839df
1493658836640,-0.6103965044021606,0.2322276532649994,-0.20772656798362732,,903d185fccf839df
1493658836674,-0.16937704384326935,0.3067961633205414,0.058589544147253036,,903d185fccf839df
1493658836738,-0.14274543523788452,0.21198762953281403,0.09906959533691406,,903d185fccf839df
1493658836773,-0.049002163112163544,0.23542344570159912,0.17470337450504303,,903d185fccf839df
1493658836846,-0.12463594228029251,0.12783172726631165,-0.015978965908288956,,903d185fccf839df
1493658836878,0.18322548270225525,-0.41012680530548096,-0.11078750342130661,,903d185fccf839df
1493658836925,0.509196400642395,-0.5699164867401123,-0.030892670154571533,,903d185fccf839df
1493658836946,0.13315805792808533,0.14274543523788452,-0.026631612330675125,,903d185fccf839df
1493658836980,0.3515372574329376,0.22583606839179993,0.2556634545326233,,903d185fccf839df
1493658837033,0.20240025222301483,-0.546480655670166,0.8309062719345093,,903d185fccf839df
