timestamp, pressure, UUID 
1489864420111,949.257080078125,903d185fccf839df
1489864420295,949.2626953125,903d185fccf839df
1489864420476,949.28173828125,903d185fccf839df
1489864420662,949.28662109375,903d185fccf839df
1489864420836,949.284912109375,903d185fccf839df
1489864421012,949.2822265625,903d185fccf839df
1489864421192,949.27197265625,903d185fccf839df
1489864421373,949.261962890625,903d185fccf839df
1489864421553,949.255126953125,903d185fccf839df
1489864421733,949.240966796875,903d185fccf839df
1489864421912,949.229736328125,903d185fccf839df
1489864422093,949.218505859375,903d185fccf839df
1489864422271,949.21728515625,903d185fccf839df
1489864422451,949.230224609375,903d185fccf839df
1489864422631,949.229248046875,903d185fccf839df
1489864422814,949.236083984375,903d185fccf839df
1489864422992,949.25390625,903d185fccf839df
1489864423172,949.264892578125,903d185fccf839df
1489864423353,949.27587890625,903d185fccf839df
1489864423532,949.28125,903d185fccf839df
1489864423712,949.2734375,903d185fccf839df
1489864423914,949.278564453125,903d185fccf839df
1489864424072,949.270751953125,903d185fccf839df
1489864424255,949.258544921875,903d185fccf839df
1489864424432,949.24560546875,903d185fccf839df
1489864424613,949.24755859375,903d185fccf839df
1489864424793,949.257568359375,903d185fccf839df
1489864424973,949.25244140625,903d185fccf839df
1489864425153,949.242919921875,903d185fccf839df
1489864425333,949.25146484375,903d185fccf839df
1489864425515,949.25390625,903d185fccf839df
1489864425693,949.256103515625,903d185fccf839df
1489864425881,949.26708984375,903d185fccf839df
1489864426053,949.263427734375,903d185fccf839df
1489864426232,949.267822265625,903d185fccf839df
1489864426415,949.272216796875,903d185fccf839df
1489864426592,949.278076171875,903d185fccf839df
1489864426771,949.2802734375,903d185fccf839df
1489864426956,949.289306640625,903d185fccf839df
1489864427131,949.28662109375,903d185fccf839df
1489864427312,949.2744140625,903d185fccf839df
1489864427496,949.28271484375,903d185fccf839df
1489864427673,949.276611328125,903d185fccf839df
1489864427852,949.270751953125,903d185fccf839df
1489864428032,949.273193359375,903d185fccf839df
1489864428212,949.26220703125,903d185fccf839df
1489864428393,949.2568359375,903d185fccf839df
1489864428576,949.24462890625,903d185fccf839df
1489864428757,949.244140625,903d185fccf839df
1489864428931,949.2353515625,903d185fccf839df
