1489864420401,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864420539,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864420594,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864420831,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864420868,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864421139,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864421178,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864421443,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864421480,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864421735,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864421795,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864422027,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864422065,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864422323,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864422384,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864422631,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
1489864422680,98:de:d0:31:71:da,-86;,84:d4:7e:6a:38:20,-82;,84:d4:7e:69:d7:81,-84;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:01,-85;,9c:1c:12:f3:52:03,-86;,9c:1c:12:f3:38:20,-86;,ac:a3:1e:07:19:e0,-86;,9c:1c:12:f3:52:02,-85;,9c:1c:12:c0:2c:60,-88;,9c:1c:12:c0:2c:63,-88;,9c:1c:12:c0:2c:61,-87;,64:66:b3:af:dc:1a,-89;,9c:1c:12:c0:2c:62,-88;,ac:a3:1e:07:19:e1,-85;,74:44:01:76:06:04,-86;,b8:c7:5d:08:50:c3,-86;,d8:50:e6:aa:36:82,-88;,10:fe:ed:7a:4e:bc,-89;,00:16:b6:b7:3f:80,-86;,,903d185fccf839df
