1490687773477,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687773765,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687773965,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687774243,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687774524,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687774844,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687775165,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687775453,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687775748,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687776028,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687776333,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687776639,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687776928,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687777228,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
1490687777529,84:d4:7e:6a:38:23,-77;,84:d4:7e:6a:38:20,-77;,84:d4:7e:6a:38:21,-77;,84:d4:7e:69:d7:91,-78;,9c:1c:12:c0:2c:61,-77;,d8:50:e6:aa:36:82,-74;,9c:1c:12:c0:2c:62,-78;,9c:1c:12:c0:2c:60,-77;,9c:1c:12:f3:38:23,-78;,9c:1c:12:f3:38:21,-78;,9c:1c:12:f3:38:20,-79;,ac:a3:1e:07:19:e1,-82;,ac:a3:1e:07:19:e3,-83;,ac:a3:1e:07:19:e0,-83;,10:fe:ed:7a:4e:bc,-83;,ac:a3:1e:07:05:40,-85;,ac:a3:1e:07:05:41,-85;,ac:a3:1e:07:05:43,-85;,9c:1c:12:f3:52:00,-87;,9c:1c:12:f3:52:03,-88;,9c:1c:12:f3:52:01,-88;,ac:a3:1e:07:1a:40,-89;,ac:a3:1e:07:1a:41,-90;,5c:49:79:43:03:ea,-90;,98:4b:e1:20:cc:50,-91;,00:40:10:10:00:03,-87;,9c:1c:12:f3:38:22,-79;,ac:a3:1e:07:19:e2,-83;,ac:a3:1e:07:05:42,-84;,9c:1c:12:f3:52:02,-87;,ac:a3:1e:07:1a:42,-89;,,903d185fccf839df
