timestamp, latitude, longitude, accuracy, UUID 
1490687773262,48.1489441,11.5675316,20.334999084472656,,903d185fccf839df
1490687777577,48.1489441,11.5675316,76.41699981689453,,903d185fccf839df
1490687781837,48.1488989,11.5666877,24,,903d185fccf839df
1490687782831,48.1488785,11.5667238,48,,903d185fccf839df
1490687783831,48.1488774,11.566807,48,,903d185fccf839df
1490687784831,48.1488825,11.5668502,32,,903d185fccf839df
1490687785831,48.1488988,11.5668711,32,,903d185fccf839df
1490687786831,48.1489363,11.56688,32,,903d185fccf839df
1490687787831,48.1489534,11.5668779,32,,903d185fccf839df
1490687788831,48.148958,11.5668802,32,,903d185fccf839df
1490687789831,48.1489702,11.566886,32,,903d185fccf839df
1490687790831,48.1489801,11.566895,32,,903d185fccf839df
1490687791831,48.1489894,11.5668956,48,,903d185fccf839df
1490687792831,48.1489963,11.5668966,48,,903d185fccf839df
1490687793831,48.1490072,11.5669114,48,,903d185fccf839df
1490687794831,48.149015,11.5669201,32,,903d185fccf839df
1490687795831,48.1490146,11.5669357,32,,903d185fccf839df
1490687796831,48.1490151,11.5669444,32,,903d185fccf839df
1490687797831,48.1490182,11.5669533,96,,903d185fccf839df
1490687798831,48.1490182,11.5669533,96,,903d185fccf839df
1490687799831,48.1490182,11.5669533,32,,903d185fccf839df
1490687807425,48.1488838,11.5681248,20.538999557495117,,903d185fccf839df
1490687812382,48.1487756,11.5680287,20.468000411987305,,903d185fccf839df
1490687817433,48.1486146,11.5680654,19.62700080871582,,903d185fccf839df
1490687822422,48.1485391,11.5680343,19.981000900268555,,903d185fccf839df
1490687827388,48.148827,11.5682096,64.0999984741211,,903d185fccf839df
1490687832398,48.1486247,11.5679665,22.384000778198242,,903d185fccf839df
1490687837418,48.1481818,11.5676812,21.900999069213867,,903d185fccf839df
1490687842481,48.1483882,11.5679721,22.77400016784668,,903d185fccf839df
1490687847476,48.1482473,11.5678111,19.618999481201172,,903d185fccf839df
1490687852565,48.14828,11.5678761,19.48900032043457,,903d185fccf839df
1490687857598,48.14828,11.5678761,19.490999221801758,,903d185fccf839df
1490687862595,48.1483227,11.5678422,19.621000289916992,,903d185fccf839df
