timestamp, light1, light2, light3, UUID 
1494777582450,3646,6468,3646,,903d185fccf839df
1494777583718,3287,6571,3287,,903d185fccf839df
1494777584055,3429,6538,3429,,903d185fccf839df
1494777584055,3429,6538,3429,,903d185fccf839df
1494777584267,3309,6561,3309,,903d185fccf839df
1494777584267,3309,6561,3309,,903d185fccf839df
1494777584415,3296,6554,3296,,903d185fccf839df
1494777584595,3441,6496,3441,,903d185fccf839df
1494777584595,3441,6496,3441,,903d185fccf839df
1494777584778,3658,6459,3658,,903d185fccf839df
1494777584778,3658,6459,3658,,903d185fccf839df
1494777584955,3630,6463,3630,,903d185fccf839df
1494777584955,3630,6463,3630,,903d185fccf839df
1494777585135,3499,6492,3499,,903d185fccf839df
1494777585315,3705,6454,3705,,903d185fccf839df
1494777585495,3537,6521,3537,,903d185fccf839df
1494777585495,3537,6521,3537,,903d185fccf839df
1494777585675,2612,6766,2612,,903d185fccf839df
1494777585675,2612,6766,2612,,903d185fccf839df
1494777585855,1190,6812,1190,,903d185fccf839df
1494777585855,1190,6812,1190,,903d185fccf839df
1494777586035,476,6556,476,,903d185fccf839df
1494777586035,476,6556,476,,903d185fccf839df
1494777586219,476,6556,476,,903d185fccf839df
1494777586401,8,3689,8,,903d185fccf839df
1494777586401,8,3689,8,,903d185fccf839df
1494777586575,15,5120,15,,903d185fccf839df
1494777586575,15,5120,15,,903d185fccf839df
1494777586756,0,1678,0,,903d185fccf839df
1494777586756,0,1678,0,,903d185fccf839df
1494777586935,0,1678,0,,903d185fccf839df
1494777586935,0,1678,0,,903d185fccf839df
1494777587115,0,1678,0,,903d185fccf839df
1494777587295,0,1678,0,,903d185fccf839df
1494777587295,0,1678,0,,903d185fccf839df
1494777587475,0,1678,0,,903d185fccf839df
1494777587475,0,1678,0,,903d185fccf839df
1494777587655,0,1678,0,,903d185fccf839df
1494777587655,0,1678,0,,903d185fccf839df
1494777587838,0,1678,0,,903d185fccf839df
1494777587838,0,1678,0,,903d185fccf839df
1494777588022,0,1678,0,,903d185fccf839df
1494777588196,0,1678,0,,903d185fccf839df
1494777588196,0,1678,0,,903d185fccf839df
1494777588376,0,1678,0,,903d185fccf839df
1494777588376,0,1678,0,,903d185fccf839df
1494777588562,0,1678,0,,903d185fccf839df
1494777588562,0,1678,0,,903d185fccf839df
1494777588736,0,1678,0,,903d185fccf839df
