1491901470986,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901471067,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901471214,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901471398,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901471502,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901471603,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901471789,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901471926,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901472077,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
1491901472206,98:de:d0:31:71:da,-92;,84:d4:7e:6a:38:20,-81;,84:d4:7e:6a:38:21,-82;,84:d4:7e:6a:38:22,-82;,ac:a3:1e:81:1d:83,-66;,ac:a3:1e:81:1d:80,-66;,ac:a3:1e:07:19:e0,-83;,ac:a3:1e:81:1d:81,-66;,d8:50:e6:aa:36:82,-79;,ac:a3:1e:07:19:e1,-82;,88:07:4b:af:36:17,-79;,ac:a3:1e:07:19:e3,-83;,9c:1c:12:c0:2c:63,-79;,9c:1c:12:c0:2c:60,-85;,9c:1c:12:c0:2c:61,-85;,64:66:b3:af:dc:1a,-84;,9c:1c:12:c0:2c:62,-79;,74:44:01:76:06:04,-82;,9c:1c:12:f3:38:23,-83;,9c:1c:12:f3:38:20,-84;,9c:1c:12:f3:38:21,-83;,ac:a3:1e:81:1d:82,-66;,9c:1c:12:f3:38:22,-83;,40:e3:d6:24:03:e1,-66;,40:e3:d6:24:03:e3,-66;,40:e3:d6:24:03:e0,-67;,9c:1c:12:f3:52:00,-85;,9c:1c:12:f3:52:03,-85;,9c:1c:12:f3:52:01,-85;,00:40:10:10:00:03,-86;,40:e3:d6:24:03:e2,-66;,ac:a3:1e:07:19:e2,-84;,9c:1c:12:f3:52:02,-85;,ac:a3:1e:07:1a:42,-87;,,903d185fccf839df
